MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
np.float64(5.5608),np.float64(35.0),np.float64(5.948818897637795),np.float64(1.078740157480315),np.float64(873.0),np.float64(3.437007874015748),np.float64(34.28),np.float64(-118.48),np.float64(2.267)
np.float64(2.2813),np.float64(29.0),np.float64(3.4463971880492092),np.float64(0.9929701230228472),np.float64(1002.0),np.float64(1.7609841827768014),np.float64(32.75),np.float64(-117.14),np.float64(1.181)
np.float64(7.5975),np.float64(16.0),np.float64(7.11614730878187),np.float64(1.0084985835694051),np.float64(795.0),np.float64(2.2521246458923514),np.float64(33.0),np.float64(-117.24),np.float64(3.691)
np.float64(2.3843),np.float64(29.0),np.float64(5.328413284132841),np.float64(1.2029520295202951),np.float64(1038.0),np.float64(3.830258302583026),np.float64(33.82),np.float64(-117.91),np.float64(1.829)
np.float64(3.2171),np.float64(14.0),np.float64(3.2843691148775895),np.float64(1.009416195856874),np.float64(1494.0),np.float64(2.8135593220338984),np.float64(34.15),np.float64(-118.27),np.float64(2.308)
np.float64(5.5337),np.float64(52.0),np.float64(5.188940092165899),np.float64(0.8940092165898618),np.float64(1033.0),np.float64(2.380184331797235),np.float64(37.77),np.float64(-122.27),np.float64(3.72)
np.float64(3.0833),np.float64(50.0),np.float64(4.641160949868074),np.float64(1.071240105540897),np.float64(1724.0),np.float64(2.2744063324538257),np.float64(34.05),np.float64(-118.36),np.float64(3.381)
np.float64(1.2347),np.float64(16.0),np.float64(3.6666666666666665),np.float64(1.0825082508250825),np.float64(930.0),np.float64(3.0693069306930694),np.float64(32.75),np.float64(-117.08),np.float64(1.281)
np.float64(7.2972),np.float64(26.0),np.float64(7.471343873517786),np.float64(1.0385375494071147),np.float64(2909.0),np.float64(2.874505928853755),np.float64(34.01),np.float64(-117.14),np.float64(2.696)
np.float64(1.5491),np.float64(20.0),np.float64(1.64),np.float64(0.68),np.float64(87.0),np.float64(3.48),np.float64(34.06),np.float64(-118.25),np.float64(2.25)
np.float64(3.9219),np.float64(37.0),np.float64(4.024024024024024),np.float64(0.975975975975976),np.float64(928.0),np.float64(2.7867867867867866),np.float64(34.12),np.float64(-118.0),np.float64(1.75)
np.float64(2.6154),np.float64(44.0),np.float64(5.156498673740053),np.float64(1.2148541114058355),np.float64(981.0),np.float64(2.6021220159151195),np.float64(34.02),np.float64(-118.37),np.float64(1.932)
np.float64(3.5268),np.float64(29.0),np.float64(4.423337856173677),np.float64(1.062415196743555),np.float64(1969.0),np.float64(2.671641791044776),np.float64(33.86),np.float64(-118.08),np.float64(2.155)
np.float64(5.1021),np.float64(27.0),np.float64(5.779582366589327),np.float64(0.9930394431554525),np.float64(1171.0),np.float64(2.7169373549883993),np.float64(37.97),np.float64(-122.0),np.float64(2.028)
np.float64(3.052),np.float64(17.0),np.float64(3.355781448538755),np.float64(1.0196950444726811),np.float64(4116.0),np.float64(2.6149936467598476),np.float64(34.15),np.float64(-118.24),np.float64(2.098)
np.float64(2.5809),np.float64(52.0),np.float64(4.700280112044818),np.float64(1.0812324929971988),np.float64(1220.0),np.float64(3.4173669467787113),np.float64(37.75),np.float64(-122.41),np.float64(2.553)
np.float64(1.7552),np.float64(24.0),np.float64(4.418502202643172),np.float64(1.105726872246696),np.float64(1098.0),np.float64(4.8370044052863435),np.float64(39.35),np.float64(-121.65),np.float64(0.864)
np.float64(1.4712),np.float64(41.0),np.float64(3.5569620253164556),np.float64(1.0886075949367089),np.float64(807.0),np.float64(2.5537974683544302),np.float64(38.57),np.float64(-121.5),np.float64(0.946)
np.float64(6.1726),np.float64(18.0),np.float64(4.707938092860709),np.float64(1.234648027958063),np.float64(3408.0),np.float64(1.7014478282576135),np.float64(33.97),np.float64(-118.46),np.float64(5.00001)
np.float64(2.303),np.float64(27.0),np.float64(4.284023668639053),np.float64(1.1952662721893492),np.float64(978.0),np.float64(2.893491124260355),np.float64(34.43),np.float64(-119.73),np.float64(2.61)
np.float64(4.2344),np.float64(52.0),np.float64(4.1656441717791415),np.float64(0.8098159509202454),np.float64(483.0),np.float64(2.96319018404908),np.float64(34.12),np.float64(-118.19),np.float64(1.625)
np.float64(1.5933),np.float64(37.0),np.float64(3.998330550918197),np.float64(1.0467445742904842),np.float64(2489.0),np.float64(4.155258764607679),np.float64(32.69),np.float64(-117.11),np.float64(0.863)
np.float64(4.4375),np.float64(52.0),np.float64(5.4363636363636365),np.float64(1.1309090909090909),np.float64(506.0),np.float64(1.84),np.float64(37.76),np.float64(-122.4),np.float64(3.2)
np.float64(8.3931),np.float64(9.0),np.float64(7.38830162085976),np.float64(1.1296687808315715),np.float64(4005.0),np.float64(2.8224101479915435),np.float64(33.84),np.float64(-117.79),np.float64(3.653)
np.float64(2.07),np.float64(30.0),np.float64(3.1324161650902838),np.float64(1.0292347377472055),np.float64(4336.0),np.float64(3.7282889079965607),np.float64(34.1),np.float64(-118.2),np.float64(1.545)
np.float64(2.1898),np.float64(28.0),np.float64(3.8656195462478187),np.float64(1.024432809773124),np.float64(830.0),np.float64(1.4485165794066317),np.float64(37.73),np.float64(-122.15),np.float64(1.417)
np.float64(1.8594),np.float64(12.0),np.float64(3.755403868031854),np.float64(1.0955631399317407),np.float64(2000.0),np.float64(2.2753128555176336),np.float64(32.74),np.float64(-117.02),np.float64(1.192)
np.float64(3.5909),np.float64(38.0),np.float64(4.2630662020905925),np.float64(1.10801393728223),np.float64(1312.0),np.float64(2.2857142857142856),np.float64(34.02),np.float64(-118.39),np.float64(2.794)
np.float64(7.2692),np.float64(40.0),np.float64(6.816425120772947),np.float64(1.070048309178744),np.float64(907.0),np.float64(2.1908212560386473),np.float64(34.13),np.float64(-118.31),np.float64(4.987)
np.float64(1.725),np.float64(43.0),np.float64(4.631578947368421),np.float64(1.105263157894737),np.float64(119.0),np.float64(6.2631578947368425),np.float64(38.59),np.float64(-121.5),np.float64(0.675)
np.float64(2.3882),np.float64(43.0),np.float64(3.5902255639097747),np.float64(1.0676691729323309),np.float64(585.0),np.float64(2.199248120300752),np.float64(37.77),np.float64(-122.24),np.float64(1.625)
np.float64(3.2361),np.float64(28.0),np.float64(3.654054054054054),np.float64(0.9567567567567568),np.float64(543.0),np.float64(2.9351351351351354),np.float64(34.1),np.float64(-118.07),np.float64(1.875)
np.float64(4.7216),np.float64(41.0),np.float64(5.7967914438502675),np.float64(0.9545454545454546),np.float64(1171.0),np.float64(3.1310160427807485),np.float64(33.69),np.float64(-118.33),np.float64(3.119)
np.float64(4.9676),np.float64(22.0),np.float64(5.598290598290598),np.float64(1.1076923076923078),np.float64(1746.0),np.float64(2.9846153846153847),np.float64(34.23),np.float64(-118.57),np.float64(2.219)
np.float64(4.1165),np.float64(26.0),np.float64(4.9375),np.float64(0.998046875),np.float64(2677.0),np.float64(5.228515625),np.float64(37.32),np.float64(-121.81),np.float64(1.649)
np.float64(3.1912),np.float64(33.0),np.float64(5.288753799392097),np.float64(1.0395136778115501),np.float64(638.0),np.float64(1.939209726443769),np.float64(36.63),np.float64(-121.93),np.float64(3.198)
np.float64(5.8479),np.float64(25.0),np.float64(6.611553784860558),np.float64(1.0577689243027888),np.float64(1560.0),np.float64(3.1075697211155378),np.float64(37.26),np.float64(-121.89),np.float64(2.633)
np.float64(6.3516),np.float64(40.0),np.float64(5.943231441048035),np.float64(1.0480349344978166),np.float64(559.0),np.float64(2.441048034934498),np.float64(34.01),np.float64(-118.45),np.float64(3.543)
np.float64(1.4133),np.float64(15.0),np.float64(4.303605313092979),np.float64(1.0524984187223276),np.float64(4737.0),np.float64(2.9962049335863377),np.float64(37.73),np.float64(-122.38),np.float64(2.034)
np.float64(3.6484),np.float64(18.0),np.float64(6.4983498349834985),np.float64(1.0709570957095709),np.float64(1861.0),np.float64(3.070957095709571),np.float64(38.7),np.float64(-121.37),np.float64(0.95)
np.float64(1.9509),np.float64(35.0),np.float64(3.5727272727272728),np.float64(1.0424242424242425),np.float64(1372.0),np.float64(4.157575757575757),np.float64(32.7),np.float64(-117.13),np.float64(0.702)
np.float64(2.7014),np.float64(43.0),np.float64(5.113095238095238),np.float64(1.0238095238095237),np.float64(826.0),np.float64(2.4583333333333335),np.float64(32.75),np.float64(-117.05),np.float64(1.337)
np.float64(9.8177),np.float64(22.0),np.float64(8.088180112570356),np.float64(0.9962476547842402),np.float64(1426.0),np.float64(2.675422138836773),np.float64(33.72),np.float64(-118.06),np.float64(5.00001)
np.float64(2.2946),np.float64(34.0),np.float64(4.161716171617162),np.float64(1.0396039603960396),np.float64(1027.0),np.float64(3.3894389438943895),np.float64(33.95),np.float64(-118.27),np.float64(0.888)
np.float64(3.2159),np.float64(38.0),np.float64(4.365695792880259),np.float64(1.1132686084142396),np.float64(547.0),np.float64(1.7702265372168284),np.float64(34.09),np.float64(-118.37),np.float64(3.833)
np.float64(3.2589),np.float64(42.0),np.float64(4.215116279069767),np.float64(1.063953488372093),np.float64(493.0),np.float64(2.866279069767442),np.float64(33.88),np.float64(-118.34),np.float64(2.333)
np.float64(2.6842),np.float64(28.0),np.float64(4.21256038647343),np.float64(1.0144927536231885),np.float64(2218.0),np.float64(3.571658615136876),np.float64(34.07),np.float64(-118.18),np.float64(1.56)
np.float64(2.7083),np.float64(46.0),np.float64(4.129251700680272),np.float64(0.95578231292517),np.float64(701.0),np.float64(2.3843537414965987),np.float64(34.09),np.float64(-117.65),np.float64(1.163)
np.float64(4.0625),np.float64(48.0),np.float64(5.961538461538462),np.float64(1.0532544378698225),np.float64(1020.0),np.float64(3.0177514792899407),np.float64(33.96),np.float64(-118.31),np.float64(1.387)
np.float64(1.585),np.float64(52.0),np.float64(4.376021798365122),np.float64(1.1416893732970028),np.float64(891.0),np.float64(2.4277929155313354),np.float64(40.8),np.float64(-124.17),np.float64(0.755)
np.float64(4.375),np.float64(25.0),np.float64(6.566666666666666),np.float64(1.0507936507936508),np.float64(1905.0),np.float64(3.0238095238095237),np.float64(32.75),np.float64(-116.98),np.float64(2.14)
np.float64(4.0517),np.float64(36.0),np.float64(5.380597014925373),np.float64(1.0111940298507462),np.float64(990.0),np.float64(3.6940298507462686),np.float64(33.91),np.float64(-118.09),np.float64(1.622)
np.float64(3.6019),np.float64(20.0),np.float64(3.6911392405063292),np.float64(1.1063291139240505),np.float64(2165.0),np.float64(1.8270042194092826),np.float64(34.03),np.float64(-118.41),np.float64(4.636)
np.float64(2.7014),np.float64(35.0),np.float64(3.4906367041198503),np.float64(0.9662921348314607),np.float64(1147.0),np.float64(4.295880149812734),np.float64(33.85),np.float64(-117.91),np.float64(1.567)
np.float64(2.1806),np.float64(52.0),np.float64(5.193846153846154),np.float64(1.0369230769230768),np.float64(853.0),np.float64(2.624615384615385),np.float64(37.84),np.float64(-122.27),np.float64(0.997)
np.float64(5.0753),np.float64(35.0),np.float64(5.5125),np.float64(1.1208333333333333),np.float64(1084.0),np.float64(4.516666666666667),np.float64(33.9),np.float64(-118.11),np.float64(1.78)
np.float64(5.742),np.float64(25.0),np.float64(5.886075949367089),np.float64(1.0746835443037974),np.float64(2503.0),np.float64(3.168354430379747),np.float64(33.76),np.float64(-118.03),np.float64(2.219)
np.float64(3.5909),np.float64(25.0),np.float64(4.055806938159879),np.float64(1.0844645550527903),np.float64(1229.0),np.float64(1.8536953242835597),np.float64(34.05),np.float64(-118.47),np.float64(5.00001)
np.float64(3.7891),np.float64(33.0),np.float64(5.917525773195877),np.float64(1.063573883161512),np.float64(1884.0),np.float64(3.2371134020618557),np.float64(32.73),np.float64(-117.06),np.float64(1.267)
np.float64(3.6607),np.float64(25.0),np.float64(4.771084337349397),np.float64(1.0602409638554218),np.float64(569.0),np.float64(2.285140562248996),np.float64(33.62),np.float64(-117.94),np.float64(5.00001)
np.float64(5.0443),np.float64(5.0),np.float64(6.338568935427574),np.float64(1.1212914485165795),np.float64(3670.0),np.float64(3.2024432809773122),np.float64(37.76),np.float64(-121.44),np.float64(1.948)
np.float64(3.0348),np.float64(20.0),np.float64(5.325475285171103),np.float64(1.0714828897338402),np.float64(3107.0),np.float64(2.3627376425855515),np.float64(38.63),np.float64(-121.32),np.float64(1.505)
np.float64(4.6354),np.float64(36.0),np.float64(5.841911764705882),np.float64(0.9742647058823529),np.float64(804.0),np.float64(2.9558823529411766),np.float64(33.89),np.float64(-118.01),np.float64(2.029)
np.float64(2.983),np.float64(45.0),np.float64(5.633064516129032),np.float64(1.0201612903225807),np.float64(555.0),np.float64(2.2379032258064515),np.float64(37.72),np.float64(-122.14),np.float64(2.027)
np.float64(15.0001),np.float64(52.0),np.float64(9.23728813559322),np.float64(1.062953995157385),np.float64(1266.0),np.float64(3.0653753026634383),np.float64(34.08),np.float64(-118.4),np.float64(5.00001)
np.float64(2.5321),np.float64(35.0),np.float64(4.196601941747573),np.float64(1.0631067961165048),np.float64(1308.0),np.float64(3.174757281553398),np.float64(34.06),np.float64(-118.12),np.float64(1.972)
np.float64(9.1228),np.float64(17.0),np.float64(7.811142587346553),np.float64(1.0415486307837583),np.float64(6214.0),np.float64(2.9338999055712938),np.float64(34.16),np.float64(-118.67),np.float64(5.00001)
np.float64(6.0842),np.float64(18.0),np.float64(7.675),np.float64(1.05),np.float64(368.0),np.float64(3.066666666666667),np.float64(38.26),np.float64(-121.99),np.float64(2.611)
np.float64(5.4602),np.float64(35.0),np.float64(5.84180790960452),np.float64(1.0169491525423728),np.float64(444.0),np.float64(2.5084745762711864),np.float64(33.8),np.float64(-118.11),np.float64(2.316)
np.float64(5.4024),np.float64(47.0),np.float64(4.906716417910448),np.float64(1.0820895522388059),np.float64(581.0),np.float64(2.167910447761194),np.float64(34.25),np.float64(-118.64),np.float64(2.53)
np.float64(2.7173),np.float64(52.0),np.float64(4.245161290322581),np.float64(1.1290322580645162),np.float64(935.0),np.float64(2.010752688172043),np.float64(37.75),np.float64(-122.42),np.float64(3.0)
np.float64(2.9792),np.float64(49.0),np.float64(4.113553113553113),np.float64(1.075091575091575),np.float64(1277.0),np.float64(2.338827838827839),np.float64(37.78),np.float64(-122.43),np.float64(3.5)
np.float64(4.817),np.float64(16.0),np.float64(6.332129963898917),np.float64(1.0252707581227436),np.float64(773.0),np.float64(2.7906137184115525),np.float64(38.67),np.float64(-121.19),np.float64(1.47)
np.float64(4.4615),np.float64(20.0),np.float64(4.357005758157389),np.float64(0.9558541266794626),np.float64(1070.0),np.float64(2.053742802303263),np.float64(33.83),np.float64(-118.38),np.float64(3.848)
np.float64(2.1719),np.float64(27.0),np.float64(3.8298755186721993),np.float64(1.0560165975103735),np.float64(1078.0),np.float64(2.236514522821577),np.float64(32.62),np.float64(-117.11),np.float64(1.315)
np.float64(1.0625),np.float64(32.0),np.float64(3.557077625570776),np.float64(0.9178082191780822),np.float64(861.0),np.float64(3.9315068493150687),np.float64(33.93),np.float64(-118.24),np.float64(0.898)
np.float64(2.2981),np.float64(46.0),np.float64(4.5846867749419955),np.float64(1.088167053364269),np.float64(1409.0),np.float64(3.269141531322506),np.float64(34.02),np.float64(-118.31),np.float64(1.121)
np.float64(7.1148),np.float64(28.0),np.float64(6.829971181556196),np.float64(1.0144092219020173),np.float64(832.0),np.float64(2.397694524495677),np.float64(33.63),np.float64(-117.9),np.float64(5.00001)
np.float64(7.8476),np.float64(52.0),np.float64(7.908284023668639),np.float64(1.032544378698225),np.float64(876.0),np.float64(2.591715976331361),np.float64(37.73),np.float64(-122.46),np.float64(5.00001)
np.float64(3.1635),np.float64(30.0),np.float64(3.5050675675675675),np.float64(1.160472972972973),np.float64(1026.0),np.float64(1.7331081081081081),np.float64(34.02),np.float64(-118.49),np.float64(3.667)
np.float64(2.5357),np.float64(33.0),np.float64(5.585106382978723),np.float64(1.1560283687943262),np.float64(879.0),np.float64(3.117021276595745),np.float64(34.0),np.float64(-117.06),np.float64(0.944)
np.float64(3.9167),np.float64(44.0),np.float64(5.443609022556391),np.float64(1.0),np.float64(373.0),np.float64(2.8045112781954886),np.float64(33.87),np.float64(-118.33),np.float64(2.656)
np.float64(4.1548),np.float64(32.0),np.float64(5.222585924713584),np.float64(1.0376432078559739),np.float64(1718.0),np.float64(2.811783960720131),np.float64(33.79),np.float64(-118.03),np.float64(2.166)
