MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
np.float64(2.6146),np.float64(30.0),np.float64(5.110204081632653),np.float64(1.1408163265306122),np.float64(1827.0),np.float64(3.7285714285714286),np.float64(32.63),np.float64(-117.08),np.float64(1.594)
np.float64(4.7094),np.float64(14.0),np.float64(5.2707296849087895),np.float64(1.060530679933665),np.float64(4741.0),np.float64(1.9655887230514095),np.float64(37.92),np.float64(-122.05),np.float64(2.347)
np.float64(1.3882),np.float64(15.0),np.float64(3.9295302013422817),np.float64(1.1006711409395973),np.float64(1024.0),np.float64(3.436241610738255),np.float64(32.8),np.float64(-115.56),np.float64(0.694)
np.float64(2.1154),np.float64(28.0),np.float64(5.12156862745098),np.float64(1.0941176470588236),np.float64(885.0),np.float64(3.4705882352941178),np.float64(34.07),np.float64(-117.18),np.float64(0.753)
np.float64(4.2292),np.float64(36.0),np.float64(5.76678445229682),np.float64(1.0424028268551238),np.float64(797.0),np.float64(2.8162544169611308),np.float64(33.95),np.float64(-118.02),np.float64(1.795)
np.float64(5.0118),np.float64(34.0),np.float64(6.25886524822695),np.float64(1.0070921985815602),np.float64(772.0),np.float64(2.7375886524822697),np.float64(32.82),np.float64(-116.92),np.float64(1.653)
np.float64(3.625),np.float64(31.0),np.float64(5.443243243243243),np.float64(0.9783783783783784),np.float64(563.0),np.float64(3.0432432432432432),np.float64(38.7),np.float64(-121.47),np.float64(0.913)
np.float64(2.875),np.float64(35.0),np.float64(4.520725388601036),np.float64(1.0595854922279793),np.float64(1143.0),np.float64(2.961139896373057),np.float64(37.79),np.float64(-122.21),np.float64(1.438)
np.float64(3.8162),np.float64(18.0),np.float64(5.2247557003257326),np.float64(1.0472312703583062),np.float64(1973.0),np.float64(3.2133550488599347),np.float64(34.25),np.float64(-119.2),np.float64(2.35)
np.float64(3.3689),np.float64(32.0),np.float64(5.945185185185185),np.float64(1.0740740740740742),np.float64(2032.0),np.float64(3.0103703703703704),np.float64(38.49),np.float64(-121.5),np.float64(0.834)
np.float64(4.8702),np.float64(33.0),np.float64(7.047297297297297),np.float64(1.0608108108108107),np.float64(425.0),np.float64(2.8716216216216215),np.float64(37.95),np.float64(-122.08),np.float64(2.356)
np.float64(3.0357),np.float64(39.0),np.float64(3.5118110236220472),np.float64(1.015748031496063),np.float64(317.0),np.float64(2.4960629921259843),np.float64(37.37),np.float64(-121.95),np.float64(2.083)
np.float64(9.2463),np.float64(39.0),np.float64(8.12972972972973),np.float64(1.0432432432432432),np.float64(1240.0),np.float64(3.3513513513513513),np.float64(34.22),np.float64(-118.21),np.float64(5.00001)
np.float64(4.5427),np.float64(16.0),np.float64(3.8632580261593343),np.float64(1.1260404280618312),np.float64(1637.0),np.float64(1.9464922711058263),np.float64(37.35),np.float64(-121.99),np.float64(1.984)
np.float64(1.6948),np.float64(15.0),np.float64(5.676646706586826),np.float64(1.221556886227545),np.float64(893.0),np.float64(2.6736526946107784),np.float64(39.83),np.float64(-121.5),np.float64(0.875)
np.float64(1.5313),np.float64(19.0),np.float64(5.609489051094891),np.float64(1.2007299270072993),np.float64(617.0),np.float64(2.2518248175182483),np.float64(39.49),np.float64(-121.53),np.float64(0.503)
np.float64(2.25),np.float64(25.0),np.float64(4.137404580152672),np.float64(1.2290076335877862),np.float64(442.0),np.float64(3.3740458015267176),np.float64(34.04),np.float64(-118.37),np.float64(3.333)
np.float64(2.25),np.float64(41.0),np.float64(3.5059880239520957),np.float64(1.0),np.float64(1479.0),np.float64(4.42814371257485),np.float64(34.06),np.float64(-117.65),np.float64(0.905)
np.float64(4.1016),np.float64(4.0),np.float64(4.709327548806941),np.float64(1.295010845986985),np.float64(928.0),np.float64(2.013015184381779),np.float64(37.99),np.float64(-121.89),np.float64(1.705)
np.float64(2.5921),np.float64(20.0),np.float64(6.024221453287197),np.float64(1.1453287197231834),np.float64(1466.0),np.float64(5.072664359861592),np.float64(36.52),np.float64(-119.73),np.float64(0.942)
np.float64(3.8029),np.float64(16.0),np.float64(4.43952802359882),np.float64(1.056047197640118),np.float64(835.0),np.float64(2.4631268436578173),np.float64(33.7),np.float64(-117.88),np.float64(2.054)
np.float64(2.1186),np.float64(28.0),np.float64(4.707581227436823),np.float64(1.03971119133574),np.float64(1719.0),np.float64(3.1028880866425994),np.float64(37.8),np.float64(-121.22),np.float64(0.944)
np.float64(1.4254),np.float64(19.0),np.float64(4.076388888888889),np.float64(1.0597222222222222),np.float64(1953.0),np.float64(2.7125),np.float64(32.73),np.float64(-117.08),np.float64(1.113)
np.float64(1.7062),np.float64(28.0),np.float64(4.370967741935484),np.float64(0.9838709677419355),np.float64(246.0),np.float64(3.967741935483871),np.float64(34.3),np.float64(-118.43),np.float64(1.646)
np.float64(2.1293),np.float64(9.0),np.float64(4.7352380952380955),np.float64(1.1923809523809523),np.float64(1938.0),np.float64(3.6914285714285713),np.float64(33.21),np.float64(-117.24),np.float64(1.514)
np.float64(4.7056),np.float64(20.0),np.float64(5.904137931034483),np.float64(0.973103448275862),np.float64(4861.0),np.float64(3.352413793103448),np.float64(34.03),np.float64(-117.67),np.float64(1.655)
np.float64(3.0087),np.float64(19.0),np.float64(4.3125),np.float64(0.98),np.float64(920.0),np.float64(2.3),np.float64(33.84),np.float64(-117.86),np.float64(1.594)
np.float64(3.4118),np.float64(25.0),np.float64(4.998175182481752),np.float64(1.0364963503649636),np.float64(3062.0),np.float64(2.7937956204379564),np.float64(34.05),np.float64(-118.14),np.float64(3.411)
np.float64(1.9861),np.float64(43.0),np.float64(4.635416666666667),np.float64(0.9722222222222222),np.float64(943.0),np.float64(3.2743055555555554),np.float64(36.21),np.float64(-119.09),np.float64(0.477)
np.float64(3.3438),np.float64(31.0),np.float64(5.40418118466899),np.float64(1.0313588850174216),np.float64(1058.0),np.float64(3.686411149825784),np.float64(36.59),np.float64(-119.73),np.float64(0.926)
np.float64(3.3005),np.float64(12.0),np.float64(5.92018779342723),np.float64(1.0985915492957747),np.float64(1970.0),np.float64(3.082942097026604),np.float64(40.39),np.float64(-122.37),np.float64(0.985)
np.float64(2.0893),np.float64(46.0),np.float64(4.381818181818182),np.float64(0.9333333333333333),np.float64(411.0),np.float64(2.4909090909090907),np.float64(33.92),np.float64(-118.25),np.float64(0.965)
np.float64(3.3333),np.float64(40.0),np.float64(4.668498168498169),np.float64(1.0824175824175823),np.float64(1156.0),np.float64(2.1172161172161172),np.float64(34.16),np.float64(-118.24),np.float64(3.743)
np.float64(2.0673),np.float64(37.0),np.float64(4.083018867924529),np.float64(1.109433962264151),np.float64(1146.0),np.float64(4.324528301886793),np.float64(32.69),np.float64(-117.12),np.float64(0.885)
np.float64(3.7214),np.float64(42.0),np.float64(5.022413793103448),np.float64(0.9948275862068966),np.float64(1873.0),np.float64(3.2293103448275864),np.float64(37.37),np.float64(-121.82),np.float64(1.679)
np.float64(2.775),np.float64(50.0),np.float64(2.9743589743589745),np.float64(1.329059829059829),np.float64(382.0),np.float64(1.6324786324786325),np.float64(33.83),np.float64(-118.31),np.float64(2.25)
np.float64(5.3961),np.float64(52.0),np.float64(6.6871165644171775),np.float64(1.0),np.float64(856.0),np.float64(2.625766871165644),np.float64(37.74),np.float64(-122.46),np.float64(4.169)
np.float64(4.2432),np.float64(13.0),np.float64(6.350568769389866),np.float64(1.0537745604963806),np.float64(2553.0),np.float64(2.640124095139607),np.float64(38.54),np.float64(-121.67),np.float64(3.265)
np.float64(4.1731),np.float64(37.0),np.float64(5.5625),np.float64(1.0375),np.float64(485.0),np.float64(2.0208333333333335),np.float64(34.19),np.float64(-118.32),np.float64(3.521)
np.float64(2.4798),np.float64(36.0),np.float64(5.8120805369127515),np.float64(1.0738255033557047),np.float64(502.0),np.float64(3.3691275167785233),np.float64(37.79),np.float64(-121.2),np.float64(1.015)
np.float64(3.7303),np.float64(32.0),np.float64(4.315789473684211),np.float64(1.0526315789473684),np.float64(1376.0),np.float64(2.5864661654135337),np.float64(33.78),np.float64(-117.95),np.float64(1.885)
np.float64(5.0155),np.float64(19.0),np.float64(5.468208092485549),np.float64(1.0520231213872833),np.float64(474.0),np.float64(2.739884393063584),np.float64(38.68),np.float64(-121.47),np.float64(0.973)
np.float64(4.0),np.float64(47.0),np.float64(6.18724279835391),np.float64(1.0781893004115226),np.float64(1152.0),np.float64(2.3703703703703702),np.float64(38.11),np.float64(-122.23),np.float64(1.415)
np.float64(4.2685),np.float64(32.0),np.float64(5.55794701986755),np.float64(1.0281456953642385),np.float64(1696.0),np.float64(2.80794701986755),np.float64(34.1),np.float64(-117.88),np.float64(2.166)
np.float64(5.6629),np.float64(36.0),np.float64(5.665116279069768),np.float64(0.9832558139534884),np.float64(3081.0),np.float64(2.866046511627907),np.float64(37.46),np.float64(-122.23),np.float64(3.436)
np.float64(4.983),np.float64(30.0),np.float64(4.916943521594685),np.float64(0.9767441860465116),np.float64(1126.0),np.float64(3.740863787375415),np.float64(37.47),np.float64(-122.13),np.float64(1.667)
np.float64(2.489),np.float64(51.0),np.float64(4.1653944020356235),np.float64(1.178117048346056),np.float64(1543.0),np.float64(3.926208651399491),np.float64(37.78),np.float64(-122.22),np.float64(1.191)
np.float64(7.0422),np.float64(52.0),np.float64(7.045454545454546),np.float64(1.0909090909090908),np.float64(967.0),np.float64(2.585561497326203),np.float64(37.57),np.float64(-122.34),np.float64(5.00001)
np.float64(5.0662),np.float64(46.0),np.float64(6.224056603773585),np.float64(1.0566037735849056),np.float64(938.0),np.float64(2.2122641509433962),np.float64(37.3),np.float64(-121.89),np.float64(3.316)
np.float64(4.9777),np.float64(34.0),np.float64(6.407894736842105),np.float64(1.006578947368421),np.float64(957.0),np.float64(3.148026315789474),np.float64(33.85),np.float64(-117.99),np.float64(2.126)
np.float64(3.0795),np.float64(8.0),np.float64(4.0524017467248905),np.float64(1.1018922852983988),np.float64(3565.0),np.float64(2.594614264919942),np.float64(34.25),np.float64(-118.29),np.float64(1.615)
np.float64(1.9643),np.float64(32.0),np.float64(3.882249560632689),np.float64(1.149384885764499),np.float64(1718.0),np.float64(3.0193321616871707),np.float64(34.06),np.float64(-117.72),np.float64(1.132)
np.float64(1.5319),np.float64(20.0),np.float64(4.521929824561403),np.float64(1.0219298245614035),np.float64(1285.0),np.float64(2.817982456140351),np.float64(37.11),np.float64(-120.25),np.float64(0.505)
np.float64(2.1955),np.float64(46.0),np.float64(5.695020746887967),np.float64(1.1265560165975104),np.float64(1423.0),np.float64(2.9522821576763487),np.float64(35.13),np.float64(-119.46),np.float64(0.269)
np.float64(1.4792),np.float64(37.0),np.float64(4.414965986394558),np.float64(1.0),np.float64(653.0),np.float64(4.442176870748299),np.float64(33.95),np.float64(-118.24),np.float64(0.975)
np.float64(5.3074),np.float64(42.0),np.float64(5.359504132231405),np.float64(1.0165289256198347),np.float64(611.0),np.float64(2.524793388429752),np.float64(33.67),np.float64(-118.31),np.float64(4.019)
np.float64(5.7421),np.float64(16.0),np.float64(17.322916666666668),np.float64(2.9635416666666665),np.float64(527.0),np.float64(2.7447916666666665),np.float64(34.28),np.float64(-117.21),np.float64(1.676)
np.float64(3.3836),np.float64(43.0),np.float64(5.7414772727272725),np.float64(1.0767045454545454),np.float64(1051.0),np.float64(2.9857954545454546),np.float64(33.93),np.float64(-118.29),np.float64(1.299)
np.float64(7.4817),np.float64(41.0),np.float64(6.813901345291479),np.float64(1.0807174887892377),np.float64(973.0),np.float64(2.181614349775785),np.float64(34.14),np.float64(-118.16),np.float64(5.00001)
np.float64(5.4445),np.float64(3.0),np.float64(8.531645569620252),np.float64(1.2151898734177216),np.float64(990.0),np.float64(3.132911392405063),np.float64(38.43),np.float64(-121.39),np.float64(2.376)
np.float64(4.1667),np.float64(48.0),np.float64(5.339160839160839),np.float64(1.0314685314685315),np.float64(589.0),np.float64(2.0594405594405596),np.float64(34.09),np.float64(-118.27),np.float64(3.448)
np.float64(1.7396),np.float64(34.0),np.float64(3.9581589958158996),np.float64(1.0627615062761506),np.float64(1101.0),np.float64(4.606694560669456),np.float64(33.96),np.float64(-118.24),np.float64(1.059)
np.float64(2.4952),np.float64(32.0),np.float64(4.001234567901235),np.float64(1.1049382716049383),np.float64(1592.0),np.float64(1.9654320987654321),np.float64(34.1),np.float64(-117.72),np.float64(1.818)
np.float64(5.2838),np.float64(36.0),np.float64(5.9),np.float64(1.06),np.float64(664.0),np.float64(3.32),np.float64(37.64),np.float64(-122.09),np.float64(1.726)
np.float64(4.65),np.float64(15.0),np.float64(3.425806451612903),np.float64(0.9935483870967742),np.float64(469.0),np.float64(3.0258064516129033),np.float64(37.2),np.float64(-121.7),np.float64(3.857)
np.float64(1.5809),np.float64(36.0),np.float64(4.556390977443609),np.float64(0.9924812030075187),np.float64(531.0),np.float64(3.992481203007519),np.float64(37.75),np.float64(-122.2),np.float64(0.7)
np.float64(4.6607),np.float64(33.0),np.float64(5.996621621621622),np.float64(1.0439189189189189),np.float64(1071.0),np.float64(3.6182432432432434),np.float64(34.36),np.float64(-118.93),np.float64(1.879)
np.float64(5.883),np.float64(52.0),np.float64(6.21608040201005),np.float64(1.0125628140703518),np.float64(1104.0),np.float64(2.7738693467336684),np.float64(37.82),np.float64(-122.25),np.float64(3.407)
np.float64(4.2009),np.float64(7.0),np.float64(4.843890478136494),np.float64(1.0997139354311403),np.float64(4404.0),np.float64(1.7997548017981202),np.float64(34.18),np.float64(-118.59),np.float64(2.713)
np.float64(6.2788),np.float64(26.0),np.float64(6.581047381546135),np.float64(0.942643391521197),np.float64(1191.0),np.float64(2.970074812967581),np.float64(34.25),np.float64(-118.54),np.float64(3.222)
np.float64(2.0043),np.float64(36.0),np.float64(5.264150943396227),np.float64(1.326145552560647),np.float64(999.0),np.float64(2.692722371967655),np.float64(37.97),np.float64(-121.33),np.float64(0.908)
np.float64(3.875),np.float64(35.0),np.float64(4.604026845637584),np.float64(0.9530201342281879),np.float64(480.0),np.float64(3.221476510067114),np.float64(37.66),np.float64(-122.1),np.float64(1.621)
np.float64(4.4792),np.float64(15.0),np.float64(4.981627296587926),np.float64(1.036745406824147),np.float64(1527.0),np.float64(4.0078740157480315),np.float64(37.31),np.float64(-121.81),np.float64(2.125)
np.float64(2.8906),np.float64(16.0),np.float64(5.413043478260869),np.float64(1.0341614906832297),np.float64(652.0),np.float64(2.0248447204968945),np.float64(32.85),np.float64(-116.89),np.float64(1.583)
np.float64(2.2321),np.float64(34.0),np.float64(4.919629057187017),np.float64(1.1406491499227203),np.float64(1820.0),np.float64(2.812982998454405),np.float64(33.93),np.float64(-116.9),np.float64(0.718)
