MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
np.float64(2.89),np.float64(43.0),np.float64(5.221238938053097),np.float64(1.0420353982300885),np.float64(1041.0),np.float64(2.3030973451327434),np.float64(38.57),np.float64(-121.52),np.float64(0.862)
np.float64(2.0677),np.float64(29.0),np.float64(3.7614107883817427),np.float64(1.0394190871369295),np.float64(1170.0),np.float64(2.4273858921161824),np.float64(33.79),np.float64(-117.96),np.float64(2.145)
np.float64(2.3159),np.float64(13.0),np.float64(4.1274060494958755),np.float64(1.0421631530705775),np.float64(3094.0),np.float64(2.835930339138405),np.float64(33.16),np.float64(-117.2),np.float64(0.916)
np.float64(6.7851),np.float64(45.0),np.float64(6.957746478873239),np.float64(1.0234741784037558),np.float64(1067.0),np.float64(2.504694835680751),np.float64(37.81),np.float64(-122.2),np.float64(3.235)
np.float64(3.5051),np.float64(17.0),np.float64(3.9865513928914504),np.float64(1.1027857829010568),np.float64(1808.0),np.float64(1.7367915465898174),np.float64(34.16),np.float64(-118.37),np.float64(2.324)
np.float64(7.0001),np.float64(26.0),np.float64(6.960164835164835),np.float64(1.0302197802197801),np.float64(1996.0),np.float64(2.741758241758242),np.float64(37.46),np.float64(-122.26),np.float64(5.00001)
np.float64(2.8472),np.float64(27.0),np.float64(12.32),np.float64(2.993333333333333),np.float64(396.0),np.float64(2.64),np.float64(40.16),np.float64(-123.22),np.float64(0.413)
np.float64(1.4103),np.float64(41.0),np.float64(4.348958333333333),np.float64(1.0833333333333333),np.float64(707.0),np.float64(3.6822916666666665),np.float64(33.95),np.float64(-118.28),np.float64(0.862)
np.float64(5.7157),np.float64(26.0),np.float64(6.292631578947368),np.float64(1.0084210526315789),np.float64(1596.0),np.float64(3.36),np.float64(33.75),np.float64(-118.02),np.float64(2.312)
np.float64(3.25),np.float64(37.0),np.float64(4.6689655172413795),np.float64(1.0103448275862068),np.float64(753.0),np.float64(2.5965517241379312),np.float64(35.29),np.float64(-120.68),np.float64(2.25)
np.float64(3.8625),np.float64(30.0),np.float64(4.786026200873362),np.float64(1.0087336244541485),np.float64(741.0),np.float64(3.2358078602620086),np.float64(34.21),np.float64(-119.18),np.float64(2.347)
np.float64(2.7955),np.float64(22.0),np.float64(5.3197781885397415),np.float64(1.1072088724584104),np.float64(1362.0),np.float64(2.5175600739371533),np.float64(38.66),np.float64(-121.36),np.float64(0.965)
np.float64(2.6094),np.float64(19.0),np.float64(14.740437158469945),np.float64(3.3333333333333335),np.float64(981.0),np.float64(2.680327868852459),np.float64(34.26),np.float64(-116.85),np.float64(0.924)
np.float64(4.0614),np.float64(8.0),np.float64(4.6725888324873095),np.float64(1.0380710659898478),np.float64(1243.0),np.float64(3.1548223350253806),np.float64(34.05),np.float64(-117.72),np.float64(1.07)
np.float64(7.3841),np.float64(40.0),np.float64(6.698412698412699),np.float64(1.0),np.float64(158.0),np.float64(2.507936507936508),np.float64(37.65),np.float64(-120.98),np.float64(1.722)
np.float64(2.1836),np.float64(24.0),np.float64(3.1074380165289255),np.float64(1.0611570247933884),np.float64(2646.0),np.float64(4.373553719008265),np.float64(33.98),np.float64(-118.18),np.float64(1.62)
np.float64(4.7788),np.float64(31.0),np.float64(6.422932330827067),np.float64(1.0018796992481203),np.float64(1245.0),np.float64(2.3402255639097747),np.float64(32.79),np.float64(-117.2),np.float64(2.76)
np.float64(3.1781),np.float64(23.0),np.float64(4.926391382405745),np.float64(1.0556552962298025),np.float64(1493.0),np.float64(2.680430879712747),np.float64(38.34),np.float64(-122.71),np.float64(1.62)
np.float64(4.4583),np.float64(44.0),np.float64(5.813513513513514),np.float64(1.1108108108108108),np.float64(849.0),np.float64(2.2945945945945945),np.float64(37.55),np.float64(-122.32),np.float64(3.971)
np.float64(4.4777),np.float64(16.0),np.float64(4.434782608695652),np.float64(0.9335038363171355),np.float64(962.0),np.float64(2.4603580562659846),np.float64(34.43),np.float64(-119.88),np.float64(2.825)
np.float64(3.071),np.float64(8.0),np.float64(4.5962962962962965),np.float64(1.0851851851851853),np.float64(1427.0),np.float64(2.6425925925925924),np.float64(34.64),np.float64(-120.47),np.float64(1.204)
np.float64(4.5368),np.float64(37.0),np.float64(5.720250521920668),np.float64(1.0521920668058455),np.float64(1468.0),np.float64(3.0647181628392484),np.float64(33.94),np.float64(-118.32),np.float64(1.688)
np.float64(1.8937),np.float64(21.0),np.float64(3.7345299952763344),np.float64(1.0826641473783656),np.float64(4868.0),np.float64(2.2994803967879074),np.float64(32.8),np.float64(-116.94),np.float64(1.098)
np.float64(3.6823),np.float64(30.0),np.float64(4.3),np.float64(0.990625),np.float64(629.0),np.float64(1.965625),np.float64(34.14),np.float64(-118.36),np.float64(2.952)
np.float64(6.1419),np.float64(26.0),np.float64(7.032075471698113),np.float64(1.079245283018868),np.float64(1724.0),np.float64(3.2528301886792454),np.float64(34.23),np.float64(-118.61),np.float64(3.273)
np.float64(2.4659),np.float64(17.0),np.float64(9.747727272727273),np.float64(2.0295454545454548),np.float64(958.0),np.float64(2.1772727272727272),np.float64(33.74),np.float64(-116.41),np.float64(1.778)
np.float64(1.1875),np.float64(52.0),np.float64(3.3544303797468356),np.float64(1.120253164556962),np.float64(325.0),np.float64(2.0569620253164556),np.float64(37.64),np.float64(-121.0),np.float64(0.906)
np.float64(2.8594),np.float64(22.0),np.float64(4.715214564369311),np.float64(1.071521456436931),np.float64(1800.0),np.float64(2.340702210663199),np.float64(32.76),np.float64(-117.01),np.float64(1.896)
np.float64(5.0445),np.float64(37.0),np.float64(6.27319587628866),np.float64(1.0257731958762886),np.float64(552.0),np.float64(2.845360824742268),np.float64(37.96),np.float64(-122.07),np.float64(1.962)
np.float64(2.6495),np.float64(27.0),np.float64(5.363970588235294),np.float64(1.0661764705882353),np.float64(1338.0),np.float64(2.4595588235294117),np.float64(38.0),np.float64(-121.3),np.float64(1.162)
np.float64(4.9355),np.float64(34.0),np.float64(6.5625),np.float64(1.0791666666666666),np.float64(1392.0),np.float64(2.9),np.float64(34.25),np.float64(-118.25),np.float64(3.369)
np.float64(6.1076),np.float64(26.0),np.float64(6.134907251264756),np.float64(0.93929173693086),np.float64(1993.0),np.float64(3.360876897133221),np.float64(33.98),np.float64(-117.84),np.float64(2.212)
np.float64(2.0801),np.float64(44.0),np.float64(3.38989898989899),np.float64(1.0383838383838384),np.float64(1700.0),np.float64(3.4343434343434343),np.float64(37.78),np.float64(-122.22),np.float64(1.319)
np.float64(3.8472),np.float64(33.0),np.float64(5.033690658499235),np.float64(0.9938744257274119),np.float64(1783.0),np.float64(2.7304747320061256),np.float64(34.05),np.float64(-118.15),np.float64(2.933)
np.float64(3.4051),np.float64(45.0),np.float64(5.9459227467811155),np.float64(1.0798283261802575),np.float64(4715.0),np.float64(4.047210300429184),np.float64(37.81),np.float64(-122.47),np.float64(5.00001)
np.float64(3.8698),np.float64(19.0),np.float64(4.386243386243386),np.float64(1.1296296296296295),np.float64(648.0),np.float64(1.7142857142857142),np.float64(33.97),np.float64(-118.46),np.float64(5.00001)
np.float64(1.8571),np.float64(31.0),np.float64(3.4684684684684686),np.float64(1.018018018018018),np.float64(1079.0),np.float64(2.43018018018018),np.float64(38.63),np.float64(-121.4),np.float64(0.987)
np.float64(1.6006),np.float64(52.0),np.float64(4.427083333333333),np.float64(1.0173611111111112),np.float64(1246.0),np.float64(2.1631944444444446),np.float64(34.07),np.float64(-117.75),np.float64(1.462)
np.float64(2.3611),np.float64(28.0),np.float64(3.739622641509434),np.float64(0.9622641509433962),np.float64(1145.0),np.float64(4.320754716981132),np.float64(34.05),np.float64(-118.02),np.float64(1.67)
np.float64(6.4978),np.float64(27.0),np.float64(6.718328840970351),np.float64(0.9582210242587601),np.float64(1928.0),np.float64(2.5983827493261455),np.float64(38.02),np.float64(-122.55),np.float64(3.615)
np.float64(3.1696),np.float64(18.0),np.float64(5.1647727272727275),np.float64(1.125),np.float64(661.0),np.float64(3.7556818181818183),np.float64(38.65),np.float64(-121.43),np.float64(0.774)
np.float64(1.1667),np.float64(52.0),np.float64(5.401069518716578),np.float64(1.1176470588235294),np.float64(604.0),np.float64(3.229946524064171),np.float64(37.81),np.float64(-122.3),np.float64(0.784)
np.float64(3.1856),np.float64(32.0),np.float64(5.472081218274112),np.float64(1.0507614213197969),np.float64(555.0),np.float64(2.817258883248731),np.float64(37.68),np.float64(-121.76),np.float64(1.869)
np.float64(1.6277),np.float64(48.0),np.float64(3.676737160120846),np.float64(1.1238670694864048),np.float64(1281.0),np.float64(1.9350453172205437),np.float64(38.58),np.float64(-121.48),np.float64(1.406)
np.float64(2.5714),np.float64(18.0),np.float64(4.549492385786802),np.float64(1.015228426395939),np.float64(3873.0),np.float64(4.91497461928934),np.float64(33.67),np.float64(-116.17),np.float64(0.659)
np.float64(3.1979),np.float64(36.0),np.float64(4.543478260869565),np.float64(1.0391304347826087),np.float64(1165.0),np.float64(5.065217391304348),np.float64(33.93),np.float64(-118.04),np.float64(1.618)
np.float64(5.2853),np.float64(31.0),np.float64(5.169444444444444),np.float64(1.1944444444444444),np.float64(736.0),np.float64(2.0444444444444443),np.float64(34.15),np.float64(-118.42),np.float64(3.559)
np.float64(2.25),np.float64(20.0),np.float64(6.5),np.float64(1.4513513513513514),np.float64(1304.0),np.float64(1.7621621621621621),np.float64(33.69),np.float64(-116.5),np.float64(2.481)
np.float64(2.3482),np.float64(26.0),np.float64(20.33668341708543),np.float64(3.527638190954774),np.float64(571.0),np.float64(2.869346733668342),np.float64(37.34),np.float64(-119.53),np.float64(1.795)
np.float64(2.3438),np.float64(26.0),np.float64(4.54183266932271),np.float64(1.095617529880478),np.float64(669.0),np.float64(1.3326693227091633),np.float64(33.61),np.float64(-117.71),np.float64(0.723)
np.float64(3.475),np.float64(11.0),np.float64(5.549222797927461),np.float64(1.0949913644214162),np.float64(1975.0),np.float64(3.4110535405872193),np.float64(33.03),np.float64(-116.9),np.float64(1.672)
np.float64(7.333),np.float64(23.0),np.float64(7.811188811188811),np.float64(0.9440559440559441),np.float64(854.0),np.float64(2.986013986013986),np.float64(37.68),np.float64(-121.88),np.float64(3.372)
np.float64(2.8281),np.float64(20.0),np.float64(6.1),np.float64(1.0825),np.float64(1579.0),np.float64(3.9475),np.float64(36.31),np.float64(-119.73),np.float64(0.602)
np.float64(2.5261),np.float64(22.0),np.float64(2.5966735966735968),np.float64(1.004158004158004),np.float64(1106.0),np.float64(2.2993762993762994),np.float64(34.02),np.float64(-118.48),np.float64(3.75)
np.float64(1.5625),np.float64(36.0),np.float64(4.157534246575342),np.float64(1.0616438356164384),np.float64(483.0),np.float64(3.308219178082192),np.float64(36.74),np.float64(-119.81),np.float64(0.475)
np.float64(4.6583),np.float64(30.0),np.float64(5.2742759795570695),np.float64(1.06984667802385),np.float64(1676.0),np.float64(2.8551959114139693),np.float64(33.93),np.float64(-118.15),np.float64(2.073)
np.float64(4.0185),np.float64(22.0),np.float64(4.910979228486647),np.float64(1.0207715133531157),np.float64(1807.0),np.float64(2.6810089020771515),np.float64(33.83),np.float64(-117.97),np.float64(2.009)
np.float64(2.976),np.float64(52.0),np.float64(4.743589743589744),np.float64(1.0293040293040292),np.float64(578.0),np.float64(2.1172161172161172),np.float64(34.1),np.float64(-118.36),np.float64(4.051)
np.float64(5.6163),np.float64(33.0),np.float64(6.419148936170213),np.float64(1.0510638297872341),np.float64(1423.0),np.float64(3.027659574468085),np.float64(34.19),np.float64(-118.64),np.float64(2.484)
np.float64(8.9616),np.float64(47.0),np.float64(7.061371841155235),np.float64(1.0),np.float64(724.0),np.float64(2.6137184115523464),np.float64(34.04),np.float64(-118.48),np.float64(5.00001)
np.float64(2.4375),np.float64(37.0),np.float64(3.5495049504950495),np.float64(0.9752475247524752),np.float64(1667.0),np.float64(4.126237623762377),np.float64(34.19),np.float64(-118.38),np.float64(1.763)
np.float64(5.5584),np.float64(23.0),np.float64(6.967889908256881),np.float64(1.084862385321101),np.float64(1501.0),np.float64(3.4426605504587156),np.float64(33.63),np.float64(-117.7),np.float64(2.417)
np.float64(6.6355),np.float64(19.0),np.float64(7.210909090909091),np.float64(1.029090909090909),np.float64(1098.0),np.float64(3.9927272727272727),np.float64(33.75),np.float64(-117.95),np.float64(2.761)
np.float64(1.8088),np.float64(35.0),np.float64(5.609467455621302),np.float64(1.0887573964497042),np.float64(467.0),np.float64(2.7633136094674557),np.float64(37.81),np.float64(-122.28),np.float64(1.188)
np.float64(2.1062),np.float64(26.0),np.float64(3.6942148760330578),np.float64(1.0764462809917354),np.float64(2582.0),np.float64(5.3347107438016526),np.float64(34.26),np.float64(-118.42),np.float64(1.364)
np.float64(6.3842),np.float64(17.0),np.float64(7.933660933660934),np.float64(0.995085995085995),np.float64(1289.0),np.float64(3.167076167076167),np.float64(34.13),np.float64(-117.66),np.float64(3.071)
np.float64(2.625),np.float64(23.0),np.float64(4.728888888888889),np.float64(0.9822222222222222),np.float64(1047.0),np.float64(2.3266666666666667),np.float64(36.8),np.float64(-119.72),np.float64(0.715)
np.float64(4.5882),np.float64(8.0),np.float64(26.366197183098592),np.float64(3.9577464788732395),np.float64(203.0),np.float64(2.859154929577465),np.float64(39.35),np.float64(-120.22),np.float64(1.984)
np.float64(1.2),np.float64(35.0),np.float64(3.9877300613496933),np.float64(1.0920245398773005),np.float64(1216.0),np.float64(3.7300613496932513),np.float64(33.93),np.float64(-118.3),np.float64(0.992)
np.float64(7.8383),np.float64(52.0),np.float64(7.726351351351352),np.float64(0.9966216216216216),np.float64(829.0),np.float64(2.800675675675676),np.float64(34.17),np.float64(-118.27),np.float64(5.00001)
np.float64(10.0914),np.float64(52.0),np.float64(7.546391752577319),np.float64(0.9621993127147767),np.float64(668.0),np.float64(2.29553264604811),np.float64(37.79),np.float64(-122.45),np.float64(5.00001)
np.float64(4.7143),np.float64(17.0),np.float64(6.466666666666667),np.float64(1.0646464646464646),np.float64(1244.0),np.float64(2.5131313131313133),np.float64(38.46),np.float64(-122.68),np.float64(2.029)
np.float64(3.3469),np.float64(30.0),np.float64(3.2805989583333335),np.float64(1.0182291666666667),np.float64(2129.0),np.float64(1.3860677083333333),np.float64(37.58),np.float64(-122.35),np.float64(3.45)
np.float64(2.178),np.float64(17.0),np.float64(5.111301369863014),np.float64(1.0445205479452055),np.float64(1544.0),np.float64(2.643835616438356),np.float64(40.59),np.float64(-124.14),np.float64(0.768)
np.float64(8.05),np.float64(22.0),np.float64(7.069114470842333),np.float64(1.0367170626349893),np.float64(1151.0),np.float64(2.485961123110151),np.float64(38.59),np.float64(-121.34),np.float64(3.8)
np.float64(3.4219),np.float64(35.0),np.float64(5.6157407407407405),np.float64(0.9791666666666666),np.float64(982.0),np.float64(2.2731481481481484),np.float64(40.78),np.float64(-124.14),np.float64(0.928)
np.float64(3.0733),np.float64(15.0),np.float64(4.936117936117936),np.float64(1.0442260442260443),np.float64(2070.0),np.float64(2.542997542997543),np.float64(38.67),np.float64(-121.3),np.float64(1.198)
np.float64(1.2656),np.float64(19.0),np.float64(3.791907514450867),np.float64(1.1560693641618498),np.float64(248.0),np.float64(1.4335260115606936),np.float64(36.6),np.float64(-121.89),np.float64(5.0)
np.float64(9.5245),np.float64(23.0),np.float64(7.607187112763321),np.float64(1.023543990086741),np.float64(2036.0),np.float64(2.522924411400248),np.float64(32.82),np.float64(-117.25),np.float64(5.00001)
np.float64(1.7961),np.float64(52.0),np.float64(3.5789473684210527),np.float64(1.2982456140350878),np.float64(248.0),np.float64(4.350877192982456),np.float64(32.67),np.float64(-117.11),np.float64(0.475)
np.float64(10.1768),np.float64(36.0),np.float64(6.102836879432624),np.float64(0.9361702127659575),np.float64(710.0),np.float64(2.517730496453901),np.float64(32.96),np.float64(-117.26),np.float64(5.00001)
np.float64(4.3882),np.float64(52.0),np.float64(5.125964010282776),np.float64(1.038560411311054),np.float64(1014.0),np.float64(2.6066838046272496),np.float64(37.31),np.float64(-121.89),np.float64(2.236)
np.float64(2.197),np.float64(30.0),np.float64(5.104938271604938),np.float64(1.021604938271605),np.float64(1894.0),np.float64(2.9228395061728394),np.float64(36.8),np.float64(-119.75),np.float64(0.745)
np.float64(3.3594),np.float64(22.0),np.float64(5.623115577889447),np.float64(1.1055276381909547),np.float64(565.0),np.float64(2.8391959798994977),np.float64(37.92),np.float64(-122.32),np.float64(1.869)
np.float64(1.3903),np.float64(26.0),np.float64(4.5015772870662465),np.float64(1.2176656151419558),np.float64(974.0),np.float64(3.0725552050473186),np.float64(33.2),np.float64(-117.38),np.float64(1.844)
np.float64(6.4963),np.float64(6.0),np.float64(7.799038461538461),np.float64(1.1100961538461538),np.float64(6700.0),np.float64(3.2211538461538463),np.float64(34.24),np.float64(-118.77),np.float64(3.081)
np.float64(6.1628),np.float64(31.0),np.float64(6.993464052287582),np.float64(1.0130718954248366),np.float64(426.0),np.float64(2.784313725490196),np.float64(32.77),np.float64(-117.08),np.float64(2.192)
np.float64(4.0962),np.float64(33.0),np.float64(6.1308016877637135),np.float64(1.0548523206751055),np.float64(677.0),np.float64(2.8565400843881856),np.float64(38.25),np.float64(-122.62),np.float64(1.702)
np.float64(6.0116),np.float64(34.0),np.float64(5.740259740259741),np.float64(0.9935064935064936),np.float64(534.0),np.float64(3.4675324675324677),np.float64(37.36),np.float64(-121.97),np.float64(2.712)
np.float64(7.1978),np.float64(18.0),np.float64(7.34393063583815),np.float64(1.0260115606936415),np.float64(986.0),np.float64(2.8497109826589595),np.float64(37.95),np.float64(-121.94),np.float64(2.88)
np.float64(4.2667),np.float64(46.0),np.float64(5.256055363321799),np.float64(1.0069204152249136),np.float64(573.0),np.float64(1.9826989619377162),np.float64(37.75),np.float64(-122.44),np.float64(3.388)
np.float64(5.828),np.float64(27.0),np.float64(6.090909090909091),np.float64(0.9963636363636363),np.float64(785.0),np.float64(2.8545454545454545),np.float64(34.06),np.float64(-118.16),np.float64(3.011)
np.float64(2.1552),np.float64(23.0),np.float64(3.8126410835214446),np.float64(1.0406320541760723),np.float64(828.0),np.float64(1.8690744920993227),np.float64(37.7),np.float64(-122.11),np.float64(1.614)
np.float64(2.9213),np.float64(52.0),np.float64(4.837962962962963),np.float64(1.1064814814814814),np.float64(496.0),np.float64(2.2962962962962963),np.float64(37.78),np.float64(-122.26),np.float64(1.908)
np.float64(1.9946),np.float64(52.0),np.float64(4.475806451612903),np.float64(1.086021505376344),np.float64(815.0),np.float64(2.1908602150537635),np.float64(37.86),np.float64(-122.29),np.float64(1.569)
np.float64(3.1731),np.float64(47.0),np.float64(3.958904109589041),np.float64(1.0342465753424657),np.float64(1272.0),np.float64(2.904109589041096),np.float64(34.03),np.float64(-118.32),np.float64(1.215)
np.float64(6.0224),np.float64(38.0),np.float64(5.1),np.float64(1.2),np.float64(41.0),np.float64(4.1),np.float64(33.8),np.float64(-117.89),np.float64(1.875)
np.float64(4.1482),np.float64(7.0),np.float64(5.674956622325043),np.float64(1.1069982648930017),np.float64(5595.0),np.float64(3.2359745517640253),np.float64(33.92),np.float64(-117.25),np.float64(1.246)
np.float64(2.52),np.float64(37.0),np.float64(4.251623376623376),np.float64(1.1071428571428572),np.float64(1152.0),np.float64(1.87012987012987),np.float64(37.88),np.float64(-122.27),np.float64(2.778)
np.float64(2.7155),np.float64(36.0),np.float64(4.196774193548387),np.float64(1.0290322580645161),np.float64(2780.0),np.float64(4.483870967741935),np.float64(34.28),np.float64(-118.45),np.float64(1.498)
np.float64(2.3357),np.float64(48.0),np.float64(4.064935064935065),np.float64(0.9902597402597403),np.float64(673.0),np.float64(2.185064935064935),np.float64(37.67),np.float64(-122.09),np.float64(1.75)
np.float64(1.5066),np.float64(50.0),np.float64(4.545691906005222),np.float64(1.1070496083550914),np.float64(987.0),np.float64(2.577023498694517),np.float64(40.41),np.float64(-120.64),np.float64(0.593)
np.float64(3.75),np.float64(42.0),np.float64(4.747787610619469),np.float64(0.9734513274336283),np.float64(804.0),np.float64(3.5575221238938055),np.float64(34.21),np.float64(-118.35),np.float64(1.726)
np.float64(3.0987),np.float64(43.0),np.float64(5.20935412026726),np.float64(1.0846325167037862),np.float64(1732.0),np.float64(3.8574610244988863),np.float64(33.92),np.float64(-118.19),np.float64(1.394)
np.float64(2.0817),np.float64(41.0),np.float64(2.2724137931034485),np.float64(1.0034482758620689),np.float64(1224.0),np.float64(4.220689655172414),np.float64(34.04),np.float64(-118.29),np.float64(1.325)
np.float64(4.1382),np.float64(15.0),np.float64(5.562105263157894),np.float64(1.0947368421052632),np.float64(1032.0),np.float64(2.1726315789473682),np.float64(38.66),np.float64(-121.27),np.float64(1.898)
np.float64(2.2656),np.float64(23.0),np.float64(6.690789473684211),np.float64(1.4342105263157894),np.float64(387.0),np.float64(2.5460526315789473),np.float64(39.9),np.float64(-120.74),np.float64(0.882)
np.float64(5.7676),np.float64(16.0),np.float64(6.397932816537468),np.float64(1.0387596899224807),np.float64(1251.0),np.float64(3.2325581395348837),np.float64(34.16),np.float64(-118.98),np.float64(2.413)
np.float64(2.9167),np.float64(32.0),np.float64(4.501440922190202),np.float64(1.0518731988472623),np.float64(2145.0),np.float64(6.181556195965418),np.float64(33.74),np.float64(-117.89),np.float64(1.584)
np.float64(4.1141),np.float64(20.0),np.float64(4.158852344296711),np.float64(1.0762771168649405),np.float64(2492.0),np.float64(1.7438768369489153),np.float64(34.05),np.float64(-118.44),np.float64(3.05)
np.float64(0.9809),np.float64(19.0),np.float64(3.187725631768953),np.float64(1.1299638989169676),np.float64(726.0),np.float64(2.6209386281588447),np.float64(33.98),np.float64(-118.28),np.float64(1.214)
np.float64(6.844),np.float64(10.0),np.float64(7.504504504504505),np.float64(0.993993993993994),np.float64(1040.0),np.float64(3.123123123123123),np.float64(38.67),np.float64(-121.08),np.float64(2.396)
np.float64(2.5383),np.float64(11.0),np.float64(4.471327572663001),np.float64(1.0573448546739985),np.float64(5682.0),np.float64(4.463472113118617),np.float64(33.69),np.float64(-116.19),np.float64(0.74)
np.float64(6.9612),np.float64(24.0),np.float64(8.307053941908714),np.float64(1.049792531120332),np.float64(820.0),np.float64(3.4024896265560165),np.float64(33.89),np.float64(-117.86),np.float64(2.745)
np.float64(1.9417),np.float64(35.0),np.float64(4.78743961352657),np.float64(1.067632850241546),np.float64(620.0),np.float64(2.995169082125604),np.float64(35.33),np.float64(-119.0),np.float64(0.538)
np.float64(4.1375),np.float64(43.0),np.float64(5.070610687022901),np.float64(1.0458015267175573),np.float64(1145.0),np.float64(2.185114503816794),np.float64(33.99),np.float64(-118.36),np.float64(2.871)
np.float64(3.9219),np.float64(35.0),np.float64(4.888586956521739),np.float64(0.9320652173913043),np.float64(1239.0),np.float64(3.3668478260869565),np.float64(33.77),np.float64(-117.89),np.float64(1.896)
np.float64(2.7014),np.float64(33.0),np.float64(4.076576576576577),np.float64(0.9234234234234234),np.float64(989.0),np.float64(4.454954954954955),np.float64(32.6),np.float64(-117.06),np.float64(1.082)
np.float64(4.4375),np.float64(48.0),np.float64(5.474725274725275),np.float64(1.010989010989011),np.float64(937.0),np.float64(2.059340659340659),np.float64(37.9),np.float64(-122.54),np.float64(3.7)
np.float64(2.7656),np.float64(36.0),np.float64(5.286407766990291),np.float64(1.1771844660194175),np.float64(914.0),np.float64(2.2184466019417477),np.float64(34.11),np.float64(-118.06),np.float64(2.395)
np.float64(3.5492),np.float64(25.0),np.float64(4.946043165467626),np.float64(0.960431654676259),np.float64(1032.0),np.float64(3.712230215827338),np.float64(32.73),np.float64(-117.04),np.float64(1.254)
np.float64(1.4224),np.float64(33.0),np.float64(1.819277108433735),np.float64(1.0),np.float64(380.0),np.float64(4.578313253012048),np.float64(33.98),np.float64(-118.19),np.float64(1.896)
np.float64(3.1884),np.float64(25.0),np.float64(5.188630490956072),np.float64(1.073643410852713),np.float64(2166.0),np.float64(2.798449612403101),np.float64(33.84),np.float64(-117.94),np.float64(1.354)
np.float64(2.4348),np.float64(31.0),np.float64(2.6780575539568345),np.float64(1.1942446043165467),np.float64(1793.0),np.float64(3.2248201438848922),np.float64(34.07),np.float64(-118.3),np.float64(2.306)
np.float64(5.0804),np.float64(22.0),np.float64(5.596923076923077),np.float64(1.106153846153846),np.float64(1329.0),np.float64(2.0446153846153847),np.float64(37.38),np.float64(-122.11),np.float64(5.00001)
np.float64(2.3864),np.float64(30.0),np.float64(5.527896995708154),np.float64(1.0171673819742488),np.float64(720.0),np.float64(3.0901287553648067),np.float64(37.51),np.float64(-120.96),np.float64(1.391)
np.float64(2.2991),np.float64(44.0),np.float64(4.209302325581396),np.float64(1.0852713178294573),np.float64(1893.0),np.float64(4.891472868217054),np.float64(34.03),np.float64(-118.18),np.float64(1.375)
np.float64(1.0096),np.float64(52.0),np.float64(3.0),np.float64(1.125),np.float64(89.0),np.float64(1.8541666666666667),np.float64(38.3),np.float64(-122.29),np.float64(1.625)
np.float64(4.7188),np.float64(52.0),np.float64(7.068535825545172),np.float64(1.0062305295950156),np.float64(805.0),np.float64(2.5077881619937696),np.float64(37.76),np.float64(-122.23),np.float64(3.353)
np.float64(4.1843),np.float64(12.0),np.float64(6.33008356545961),np.float64(1.041782729805014),np.float64(2033.0),np.float64(2.831476323119777),np.float64(38.62),np.float64(-120.91),np.float64(2.076)
np.float64(3.5208),np.float64(20.0),np.float64(5.2),np.float64(1.34),np.float64(69.0),np.float64(1.38),np.float64(34.0),np.float64(-116.57),np.float64(0.766)
