MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
np.float64(2.3958),np.float64(33.0),np.float64(4.941309255079007),np.float64(1.1218961625282167),np.float64(1459.0),np.float64(3.293453724604966),np.float64(34.6),np.float64(-118.12),np.float64(0.945)
np.float64(3.0469),np.float64(32.0),np.float64(5.5625),np.float64(1.0),np.float64(1038.0),np.float64(3.8161764705882355),np.float64(36.56),np.float64(-119.73),np.float64(0.827)
np.float64(11.6648),np.float64(27.0),np.float64(8.920833333333333),np.float64(1.0833333333333333),np.float64(635.0),np.float64(2.6458333333333335),np.float64(33.79),np.float64(-118.44),np.float64(5.00001)
np.float64(2.075),np.float64(40.0),np.float64(4.02),np.float64(1.0483333333333333),np.float64(2119.0),np.float64(3.5316666666666667),np.float64(34.01),np.float64(-118.13),np.float64(1.511)
np.float64(6.5778),np.float64(46.0),np.float64(6.561194029850746),np.float64(1.0507462686567164),np.float64(839.0),np.float64(2.5044776119402985),np.float64(33.97),np.float64(-118.39),np.float64(3.508)
np.float64(1.875),np.float64(15.0),np.float64(5.327102803738318),np.float64(1.1495327102803738),np.float64(189.0),np.float64(1.766355140186916),np.float64(37.53),np.float64(-120.81),np.float64(1.813)
np.float64(1.6728),np.float64(37.0),np.float64(5.0),np.float64(1.1084745762711865),np.float64(946.0),np.float64(3.2067796610169492),np.float64(35.37),np.float64(-118.95),np.float64(0.554)
np.float64(8.5888),np.float64(35.0),np.float64(8.056122448979592),np.float64(1.0714285714285714),np.float64(570.0),np.float64(2.9081632653061225),np.float64(37.35),np.float64(-122.07),np.float64(5.00001)
np.float64(2.5083),np.float64(52.0),np.float64(5.373563218390805),np.float64(1.0977011494252873),np.float64(1325.0),np.float64(2.5383141762452106),np.float64(35.39),np.float64(-118.99),np.float64(0.701)
np.float64(5.956),np.float64(41.0),np.float64(6.851063829787234),np.float64(1.0797872340425532),np.float64(794.0),np.float64(2.1117021276595747),np.float64(37.83),np.float64(-122.24),np.float64(3.661)
np.float64(3.3158),np.float64(40.0),np.float64(4.791489361702127),np.float64(0.9361702127659575),np.float64(667.0),np.float64(2.8382978723404255),np.float64(37.73),np.float64(-121.13),np.float64(1.259)
np.float64(2.8357),np.float64(16.0),np.float64(4.469565217391304),np.float64(1.0492753623188407),np.float64(2557.0),np.float64(3.705797101449275),np.float64(33.49),np.float64(-117.68),np.float64(1.063)
np.float64(3.5179),np.float64(25.0),np.float64(4.96969696969697),np.float64(1.1313131313131313),np.float64(777.0),np.float64(2.6161616161616164),np.float64(37.98),np.float64(-122.01),np.float64(1.655)
np.float64(15.0001),np.float64(52.0),np.float64(8.444954128440367),np.float64(1.1009174311926606),np.float64(693.0),np.float64(3.1788990825688073),np.float64(34.06),np.float64(-118.33),np.float64(5.00001)
np.float64(6.1049),np.float64(35.0),np.float64(6.757575757575758),np.float64(1.0),np.float64(1251.0),np.float64(2.9160839160839163),np.float64(34.14),np.float64(-117.85),np.float64(2.972)
np.float64(1.7075),np.float64(9.0),np.float64(4.937153419593345),np.float64(1.1959334565619224),np.float64(1484.0),np.float64(2.743068391866913),np.float64(36.14),np.float64(-120.35),np.float64(0.604)
np.float64(4.4565),np.float64(5.0),np.float64(4.488636363636363),np.float64(1.1818181818181819),np.float64(861.0),np.float64(1.9568181818181818),np.float64(37.25),np.float64(-121.81),np.float64(1.59)
np.float64(3.7344),np.float64(44.0),np.float64(5.583732057416268),np.float64(0.9617224880382775),np.float64(452.0),np.float64(2.1626794258373208),np.float64(38.54),np.float64(-121.5),np.float64(1.798)
np.float64(3.6488),np.float64(21.0),np.float64(4.153649167733675),np.float64(1.0435339308578746),np.float64(1423.0),np.float64(1.82202304737516),np.float64(34.02),np.float64(-118.42),np.float64(3.408)
np.float64(2.7321),np.float64(18.0),np.float64(5.20258064516129),np.float64(1.0296774193548388),np.float64(1948.0),np.float64(2.5135483870967743),np.float64(40.9),np.float64(-124.1),np.float64(0.926)
np.float64(2.3049),np.float64(25.0),np.float64(3.641843971631206),np.float64(1.0797872340425532),np.float64(2271.0),np.float64(4.026595744680851),np.float64(34.06),np.float64(-117.7),np.float64(1.5)
np.float64(2.9926),np.float64(9.0),np.float64(5.599353796445881),np.float64(1.0872374798061388),np.float64(2356.0),np.float64(3.8061389337641356),np.float64(35.65),np.float64(-120.64),np.float64(1.582)
np.float64(5.1045),np.float64(14.0),np.float64(7.395498392282958),np.float64(1.0771704180064308),np.float64(1001.0),np.float64(3.2186495176848875),np.float64(33.87),np.float64(-117.33),np.float64(1.613)
np.float64(3.4722),np.float64(30.0),np.float64(4.578804347826087),np.float64(0.8559782608695652),np.float64(1290.0),np.float64(3.505434782608696),np.float64(34.96),np.float64(-120.44),np.float64(1.125)
np.float64(4.8266),np.float64(13.0),np.float64(6.7466467958271235),np.float64(1.0625931445603576),np.float64(2170.0),np.float64(3.2339791356184797),np.float64(35.37),np.float64(-119.12),np.float64(1.462)
np.float64(7.3561),np.float64(35.0),np.float64(6.6971428571428575),np.float64(1.0514285714285714),np.float64(512.0),np.float64(2.9257142857142857),np.float64(37.34),np.float64(-122.07),np.float64(5.00001)
np.float64(6.1103),np.float64(35.0),np.float64(7.438709677419355),np.float64(1.0774193548387097),np.float64(828.0),np.float64(2.670967741935484),np.float64(32.77),np.float64(-116.99),np.float64(3.016)
np.float64(3.55),np.float64(27.0),np.float64(4.551980198019802),np.float64(0.9702970297029703),np.float64(1302.0),np.float64(3.222772277227723),np.float64(33.04),np.float64(-117.27),np.float64(2.146)
np.float64(3.1786),np.float64(34.0),np.float64(2.8907563025210083),np.float64(0.907563025210084),np.float64(315.0),np.float64(2.6470588235294117),np.float64(34.06),np.float64(-117.73),np.float64(1.178)
np.float64(3.9156),np.float64(23.0),np.float64(5.473107569721115),np.float64(1.1364541832669324),np.float64(2873.0),np.float64(2.8615537848605577),np.float64(33.85),np.float64(-118.03),np.float64(2.241)
np.float64(4.0568),np.float64(16.0),np.float64(5.281321184510251),np.float64(1.071753986332574),np.float64(2476.0),np.float64(2.8200455580865604),np.float64(34.27),np.float64(-118.68),np.float64(2.252)
np.float64(2.6713),np.float64(52.0),np.float64(4.636363636363637),np.float64(1.0641711229946524),np.float64(391.0),np.float64(2.090909090909091),np.float64(36.62),np.float64(-121.92),np.float64(2.346)
np.float64(3.2011),np.float64(48.0),np.float64(4.941463414634146),np.float64(0.9463414634146341),np.float64(464.0),np.float64(2.2634146341463413),np.float64(37.78),np.float64(-122.45),np.float64(4.283)
np.float64(5.3989),np.float64(52.0),np.float64(7.272058823529412),np.float64(1.0772058823529411),np.float64(723.0),np.float64(2.6580882352941178),np.float64(37.89),np.float64(-122.27),np.float64(3.356)
np.float64(4.0893),np.float64(16.0),np.float64(4.6104651162790695),np.float64(1.0959302325581395),np.float64(625.0),np.float64(1.816860465116279),np.float64(34.15),np.float64(-118.34),np.float64(4.5)
np.float64(5.2736),np.float64(35.0),np.float64(6.009732360097324),np.float64(1.0121654501216546),np.float64(1386.0),np.float64(3.372262773722628),np.float64(33.93),np.float64(-118.03),np.float64(1.795)
np.float64(4.1316),np.float64(52.0),np.float64(5.174647887323943),np.float64(0.9661971830985916),np.float64(711.0),np.float64(2.0028169014084507),np.float64(34.44),np.float64(-119.71),np.float64(4.43)
np.float64(5.8399),np.float64(16.0),np.float64(5.589285714285714),np.float64(0.9785714285714285),np.float64(950.0),np.float64(3.392857142857143),np.float64(33.63),np.float64(-117.71),np.float64(2.206)
np.float64(4.4674),np.float64(18.0),np.float64(4.613899613899614),np.float64(1.1505791505791505),np.float64(1886.0),np.float64(1.8204633204633205),np.float64(34.05),np.float64(-118.44),np.float64(5.00001)
np.float64(4.0018),np.float64(14.0),np.float64(3.5860555826426133),np.float64(1.174061433447099),np.float64(3100.0),np.float64(1.5114578254509996),np.float64(37.84),np.float64(-122.3),np.float64(1.438)
np.float64(2.1667),np.float64(11.0),np.float64(5.5285714285714285),np.float64(1.119047619047619),np.float64(640.0),np.float64(3.0476190476190474),np.float64(33.72),np.float64(-117.28),np.float64(1.146)
np.float64(4.375),np.float64(35.0),np.float64(4.888412017167382),np.float64(0.8454935622317596),np.float64(772.0),np.float64(3.313304721030043),np.float64(33.89),np.float64(-118.11),np.float64(2.047)
np.float64(7.9614),np.float64(43.0),np.float64(5.702517162471396),np.float64(1.0274599542334095),np.float64(1033.0),np.float64(2.3638443935926774),np.float64(33.88),np.float64(-118.41),np.float64(5.00001)
np.float64(2.0926),np.float64(11.0),np.float64(4.134939759036144),np.float64(0.9734939759036144),np.float64(722.0),np.float64(1.7397590361445783),np.float64(38.61),np.float64(-121.34),np.float64(1.661)
np.float64(3.015),np.float64(36.0),np.float64(4.088709677419355),np.float64(1.0544354838709677),np.float64(2751.0),np.float64(5.546370967741935),np.float64(34.2),np.float64(-119.17),np.float64(1.493)
np.float64(7.866),np.float64(36.0),np.float64(6.656957928802589),np.float64(1.064724919093851),np.float64(658.0),np.float64(2.129449838187702),np.float64(33.56),np.float64(-117.79),np.float64(5.00001)
np.float64(3.3824),np.float64(48.0),np.float64(5.027548209366391),np.float64(1.1129476584022038),np.float64(728.0),np.float64(2.005509641873278),np.float64(34.05),np.float64(-118.36),np.float64(3.226)
np.float64(1.9556),np.float64(44.0),np.float64(4.975077881619938),np.float64(1.2087227414330217),np.float64(902.0),np.float64(2.809968847352025),np.float64(33.98),np.float64(-118.3),np.float64(0.933)
np.float64(2.9),np.float64(19.0),np.float64(6.183510638297872),np.float64(1.1436170212765957),np.float64(967.0),np.float64(2.5718085106382977),np.float64(38.75),np.float64(-120.7),np.float64(1.587)
np.float64(3.5611),np.float64(12.0),np.float64(6.175373134328358),np.float64(1.0845771144278606),np.float64(2191.0),np.float64(2.7251243781094527),np.float64(36.23),np.float64(-119.34),np.float64(0.902)
np.float64(5.1966),np.float64(15.0),np.float64(6.426865671641791),np.float64(1.0298507462686568),np.float64(979.0),np.float64(2.9223880597014924),np.float64(38.34),np.float64(-122.63),np.float64(3.254)
np.float64(5.3433),np.float64(39.0),np.float64(7.260869565217392),np.float64(1.0753623188405796),np.float64(872.0),np.float64(2.527536231884058),np.float64(37.93),np.float64(-122.31),np.float64(2.865)
np.float64(4.8456),np.float64(35.0),np.float64(5.968036529680365),np.float64(1.1232876712328768),np.float64(672.0),np.float64(3.0684931506849313),np.float64(33.92),np.float64(-118.31),np.float64(1.464)
np.float64(3.6625),np.float64(33.0),np.float64(5.224719101123595),np.float64(1.0157303370786517),np.float64(1170.0),np.float64(2.6292134831460676),np.float64(34.08),np.float64(-117.91),np.float64(2.171)
np.float64(3.4455),np.float64(10.0),np.float64(5.512027491408935),np.float64(1.092783505154639),np.float64(1395.0),np.float64(2.3969072164948453),np.float64(33.14),np.float64(-117.11),np.float64(1.905)
np.float64(4.8482),np.float64(43.0),np.float64(3.954692556634304),np.float64(0.9805825242718447),np.float64(565.0),np.float64(1.8284789644012944),np.float64(33.74),np.float64(-118.11),np.float64(5.00001)
np.float64(3.5167),np.float64(46.0),np.float64(5.850340136054422),np.float64(0.8843537414965986),np.float64(496.0),np.float64(3.3741496598639458),np.float64(37.4),np.float64(-120.69),np.float64(1.375)
np.float64(4.9219),np.float64(35.0),np.float64(6.930232558139535),np.float64(1.1686046511627908),np.float64(535.0),np.float64(3.11046511627907),np.float64(37.98),np.float64(-122.0),np.float64(1.82)
np.float64(3.3878),np.float64(31.0),np.float64(5.573281452658884),np.float64(1.0220492866407263),np.float64(2083.0),np.float64(2.701686121919585),np.float64(38.49),np.float64(-121.44),np.float64(1.093)
np.float64(3.5179),np.float64(12.0),np.float64(5.021396396396397),np.float64(1.045045045045045),np.float64(2471.0),np.float64(2.7826576576576576),np.float64(33.04),np.float64(-117.28),np.float64(2.527)
np.float64(5.8995),np.float64(21.0),np.float64(6.958549222797927),np.float64(0.9481865284974094),np.float64(462.0),np.float64(2.393782383419689),np.float64(37.96),np.float64(-121.35),np.float64(1.899)
np.float64(2.0915),np.float64(16.0),np.float64(4.523897058823529),np.float64(1.1130514705882353),np.float64(2557.0),np.float64(2.3501838235294117),np.float64(38.39),np.float64(-122.7),np.float64(1.681)
np.float64(2.0577),np.float64(12.0),np.float64(6.372727272727273),np.float64(1.1818181818181819),np.float64(434.0),np.float64(3.9454545454545453),np.float64(33.79),np.float64(-116.89),np.float64(0.567)
np.float64(2.5625),np.float64(52.0),np.float64(5.381642512077295),np.float64(0.9951690821256038),np.float64(425.0),np.float64(2.0531400966183573),np.float64(37.73),np.float64(-122.16),np.float64(1.75)
np.float64(3.3897),np.float64(37.0),np.float64(4.827868852459017),np.float64(0.9754098360655737),np.float64(375.0),np.float64(3.0737704918032787),np.float64(34.19),np.float64(-118.32),np.float64(2.227)
np.float64(5.9619),np.float64(20.0),np.float64(4.907444668008048),np.float64(0.9537223340040242),np.float64(1219.0),np.float64(2.4527162977867203),np.float64(33.88),np.float64(-118.37),np.float64(3.359)
np.float64(2.679),np.float64(41.0),np.float64(4.66),np.float64(1.0493333333333332),np.float64(1849.0),np.float64(2.465333333333333),np.float64(37.7),np.float64(-122.12),np.float64(1.449)
np.float64(1.6786),np.float64(36.0),np.float64(4.076923076923077),np.float64(0.941025641025641),np.float64(1311.0),np.float64(3.3615384615384616),np.float64(35.33),np.float64(-118.99),np.float64(0.529)
np.float64(2.033),np.float64(16.0),np.float64(3.705211726384365),np.float64(1.0732899022801303),np.float64(1914.0),np.float64(3.1172638436482085),np.float64(35.74),np.float64(-119.23),np.float64(0.684)
np.float64(5.9053),np.float64(16.0),np.float64(6.577464788732394),np.float64(1.0035211267605635),np.float64(995.0),np.float64(3.5035211267605635),np.float64(37.26),np.float64(-121.8),np.float64(2.605)
np.float64(4.1645),np.float64(14.0),np.float64(5.941935483870968),np.float64(0.9806451612903225),np.float64(1914.0),np.float64(4.116129032258065),np.float64(32.7),np.float64(-117.07),np.float64(1.43)
np.float64(4.125),np.float64(27.0),np.float64(4.831460674157303),np.float64(1.0379213483146068),np.float64(1827.0),np.float64(2.566011235955056),np.float64(34.19),np.float64(-118.43),np.float64(2.455)
np.float64(2.8125),np.float64(42.0),np.float64(4.402985074626866),np.float64(0.9589552238805971),np.float64(877.0),np.float64(3.2723880597014925),np.float64(37.77),np.float64(-122.18),np.float64(0.973)
np.float64(1.6591),np.float64(52.0),np.float64(2.5),np.float64(0.8181818181818182),np.float64(65.0),np.float64(2.9545454545454546),np.float64(32.73),np.float64(-117.17),np.float64(1.125)
np.float64(3.7672),np.float64(19.0),np.float64(5.215170278637771),np.float64(1.041795665634675),np.float64(1834.0),np.float64(2.8390092879256965),np.float64(35.5),np.float64(-120.68),np.float64(1.738)
np.float64(4.3229),np.float64(7.0),np.float64(5.6235697940503435),np.float64(1.0125858123569793),np.float64(2833.0),np.float64(3.2414187643020593),np.float64(34.7),np.float64(-118.12),np.float64(1.3)
np.float64(1.9439),np.float64(17.0),np.float64(3.6409155937052935),np.float64(1.0543633762517883),np.float64(1468.0),np.float64(2.100143061516452),np.float64(33.76),np.float64(-117.99),np.float64(1.777)
np.float64(2.5417),np.float64(49.0),np.float64(4.956521739130435),np.float64(1.0507246376811594),np.float64(924.0),np.float64(2.2318840579710146),np.float64(37.86),np.float64(-122.27),np.float64(1.827)
np.float64(3.8984),np.float64(30.0),np.float64(4.390702274975272),np.float64(1.0929772502472799),np.float64(1749.0),np.float64(1.7299703264094954),np.float64(33.77),np.float64(-118.16),np.float64(3.063)
np.float64(2.1382),np.float64(21.0),np.float64(3.7083333333333335),np.float64(1.0580357142857142),np.float64(1699.0),np.float64(2.5282738095238093),np.float64(33.73),np.float64(-118.29),np.float64(2.423)
np.float64(4.1),np.float64(21.0),np.float64(5.816031537450723),np.float64(1.038107752956636),np.float64(1856.0),np.float64(2.4388961892247045),np.float64(38.49),np.float64(-121.51),np.float64(1.583)
np.float64(2.9479),np.float64(22.0),np.float64(5.222493887530562),np.float64(1.136919315403423),np.float64(1143.0),np.float64(2.7946210268948657),np.float64(34.6),np.float64(-120.14),np.float64(2.431)
np.float64(3.9091),np.float64(38.0),np.float64(5.9021739130434785),np.float64(1.1875),np.float64(830.0),np.float64(2.255434782608696),np.float64(34.02),np.float64(-118.43),np.float64(5.00001)
np.float64(3.9286),np.float64(13.0),np.float64(5.959183673469388),np.float64(0.9816326530612245),np.float64(1602.0),np.float64(3.269387755102041),np.float64(37.52),np.float64(-120.8),np.float64(1.458)
np.float64(6.0137),np.float64(17.0),np.float64(6.129251700680272),np.float64(1.0147392290249433),np.float64(2337.0),np.float64(2.6496598639455784),np.float64(34.24),np.float64(-118.61),np.float64(3.759)
np.float64(2.0258),np.float64(20.0),np.float64(4.599231754161331),np.float64(1.1113956466069141),np.float64(1865.0),np.float64(2.3879641485275287),np.float64(40.56),np.float64(-122.36),np.float64(0.648)
np.float64(2.2982),np.float64(45.0),np.float64(5.5),np.float64(1.06),np.float64(1980.0),np.float64(3.6),np.float64(32.74),np.float64(-117.21),np.float64(0.875)
np.float64(4.6613),np.float64(32.0),np.float64(5.154228855721393),np.float64(1.0165837479270314),np.float64(1577.0),np.float64(2.615257048092869),np.float64(37.32),np.float64(-122.01),np.float64(2.84)
np.float64(3.3514),np.float64(27.0),np.float64(4.837606837606837),np.float64(1.1217948717948718),np.float64(1485.0),np.float64(3.173076923076923),np.float64(32.61),np.float64(-117.08),np.float64(1.491)
np.float64(4.9464),np.float64(26.0),np.float64(5.689655172413793),np.float64(0.9787798408488063),np.float64(1285.0),np.float64(3.4084880636604775),np.float64(37.54),np.float64(-122.04),np.float64(2.238)
np.float64(4.0393),np.float64(14.0),np.float64(5.039328788673309),np.float64(1.0513896171997903),np.float64(4723.0),np.float64(2.476664918720503),np.float64(34.15),np.float64(-117.93),np.float64(1.568)
np.float64(3.5855),np.float64(35.0),np.float64(4.473544973544974),np.float64(0.9708994708994709),np.float64(1265.0),np.float64(3.3465608465608465),np.float64(33.86),np.float64(-117.97),np.float64(1.743)
np.float64(2.3618),np.float64(38.0),np.float64(5.074866310160428),np.float64(1.0160427807486632),np.float64(578.0),np.float64(3.090909090909091),np.float64(36.64),np.float64(-119.39),np.float64(0.8)
np.float64(5.2591),np.float64(16.0),np.float64(6.0411985018726595),np.float64(0.9176029962546817),np.float64(811.0),np.float64(3.0374531835205993),np.float64(34.14),np.float64(-117.21),np.float64(1.407)
np.float64(3.7738),np.float64(48.0),np.float64(4.378006872852234),np.float64(1.0756013745704467),np.float64(971.0),np.float64(3.336769759450172),np.float64(37.32),np.float64(-121.9),np.float64(2.206)
np.float64(3.0673),np.float64(38.0),np.float64(4.881019830028329),np.float64(1.1161473087818696),np.float64(711.0),np.float64(2.0141643059490084),np.float64(37.73),np.float64(-122.14),np.float64(2.184)
np.float64(4.3723),np.float64(19.0),np.float64(5.956030150753769),np.float64(1.0489949748743719),np.float64(2903.0),np.float64(3.6469849246231156),np.float64(33.93),np.float64(-117.5),np.float64(1.356)
np.float64(2.8828),np.float64(36.0),np.float64(5.7),np.float64(1.0666666666666667),np.float64(861.0),np.float64(2.87),np.float64(37.94),np.float64(-121.7),np.float64(1.311)
np.float64(5.5936),np.float64(21.0),np.float64(5.946368715083799),np.float64(1.0145251396648045),np.float64(3011.0),np.float64(3.364245810055866),np.float64(37.06),np.float64(-121.61),np.float64(3.868)
np.float64(4.3977),np.float64(49.0),np.float64(5.8047138047138045),np.float64(0.9932659932659933),np.float64(795.0),np.float64(2.676767676767677),np.float64(37.76),np.float64(-122.49),np.float64(3.536)
np.float64(1.9766),np.float64(27.0),np.float64(3.685279187817259),np.float64(1.0642978003384094),np.float64(2379.0),np.float64(4.025380710659898),np.float64(34.06),np.float64(-117.77),np.float64(1.08)
np.float64(5.3006),np.float64(9.0),np.float64(7.329596412556054),np.float64(1.0706278026905829),np.float64(2928.0),np.float64(3.282511210762332),np.float64(33.85),np.float64(-117.6),np.float64(2.214)
np.float64(3.7991),np.float64(21.0),np.float64(4.907407407407407),np.float64(1.0061728395061729),np.float64(414.0),np.float64(2.5555555555555554),np.float64(38.37),np.float64(-122.78),np.float64(1.75)
np.float64(5.0941),np.float64(3.0),np.float64(6.998985801217039),np.float64(1.1379310344827587),np.float64(5226.0),np.float64(2.650101419878296),np.float64(36.87),np.float64(-119.75),np.float64(1.437)
np.float64(4.665),np.float64(11.0),np.float64(15.272727272727273),np.float64(2.43030303030303),np.float64(397.0),np.float64(2.4060606060606062),np.float64(39.35),np.float64(-120.27),np.float64(1.456)
np.float64(2.2685),np.float64(16.0),np.float64(3.930355791067373),np.float64(1.0454201362604087),np.float64(3261.0),np.float64(2.468584405753217),np.float64(32.62),np.float64(-117.08),np.float64(1.519)
np.float64(2.9125),np.float64(28.0),np.float64(3.748159057437408),np.float64(1.1075110456553756),np.float64(1548.0),np.float64(2.279823269513991),np.float64(34.02),np.float64(-118.49),np.float64(4.75)
np.float64(4.0583),np.float64(52.0),np.float64(5.865),np.float64(1.0925),np.float64(1121.0),np.float64(2.8025),np.float64(34.05),np.float64(-118.37),np.float64(4.443)
np.float64(4.2149),np.float64(42.0),np.float64(4.933806146572104),np.float64(0.950354609929078),np.float64(1342.0),np.float64(3.1725768321513),np.float64(37.36),np.float64(-121.88),np.float64(1.99)
np.float64(4.4107),np.float64(17.0),np.float64(6.426966292134831),np.float64(1.1348314606741574),np.float64(626.0),np.float64(3.5168539325842696),np.float64(38.31),np.float64(-121.27),np.float64(1.516)
np.float64(3.18),np.float64(32.0),np.float64(4.167010309278351),np.float64(1.0804123711340206),np.float64(973.0),np.float64(2.0061855670103093),np.float64(32.77),np.float64(-117.25),np.float64(3.625)
np.float64(8.3275),np.float64(4.0),np.float64(7.875),np.float64(0.9821428571428571),np.float64(705.0),np.float64(3.1473214285714284),np.float64(33.55),np.float64(-117.69),np.float64(3.842)
np.float64(2.5562),np.float64(42.0),np.float64(4.161137440758294),np.float64(1.1018957345971565),np.float64(2184.0),np.float64(5.1753554502369665),np.float64(37.87),np.float64(-122.25),np.float64(3.714)
np.float64(3.4058),np.float64(13.0),np.float64(3.334417344173442),np.float64(1.0720867208672087),np.float64(3397.0),np.float64(1.8411924119241192),np.float64(34.03),np.float64(-118.4),np.float64(2.75)
np.float64(5.0596),np.float64(38.0),np.float64(5.376413570274637),np.float64(1.0096930533117932),np.float64(1455.0),np.float64(2.3505654281098547),np.float64(33.93),np.float64(-118.41),np.float64(3.639)
np.float64(2.4779),np.float64(21.0),np.float64(3.727272727272727),np.float64(1.1054545454545455),np.float64(1131.0),np.float64(2.056363636363636),np.float64(32.75),np.float64(-117.23),np.float64(1.65)
np.float64(4.1667),np.float64(35.0),np.float64(5.276951672862453),np.float64(1.100371747211896),np.float64(1413.0),np.float64(2.62639405204461),np.float64(34.23),np.float64(-118.25),np.float64(2.712)
np.float64(2.5363),np.float64(44.0),np.float64(5.0641399416909625),np.float64(1.0583090379008746),np.float64(1184.0),np.float64(3.4518950437317786),np.float64(33.92),np.float64(-118.25),np.float64(0.959)
np.float64(2.1383),np.float64(31.0),np.float64(3.3344947735191637),np.float64(1.0278745644599303),np.float64(1300.0),np.float64(4.529616724738676),np.float64(34.06),np.float64(-118.04),np.float64(1.534)
np.float64(3.125),np.float64(19.0),np.float64(5.375),np.float64(1.1607142857142858),np.float64(150.0),np.float64(2.6785714285714284),np.float64(34.12),np.float64(-116.05),np.float64(0.656)
np.float64(1.2273),np.float64(18.0),np.float64(5.0),np.float64(1.1343283582089552),np.float64(189.0),np.float64(2.8208955223880596),np.float64(37.68),np.float64(-120.54),np.float64(0.875)
np.float64(4.6071),np.float64(52.0),np.float64(6.030188679245283),np.float64(1.0754716981132075),np.float64(689.0),np.float64(2.6),np.float64(37.75),np.float64(-122.47),np.float64(3.374)
np.float64(2.4545),np.float64(23.0),np.float64(5.404255319148936),np.float64(0.9929078014184397),np.float64(358.0),np.float64(2.5390070921985815),np.float64(38.19),np.float64(-121.09),np.float64(1.05)
np.float64(2.4167),np.float64(26.0),np.float64(5.0),np.float64(1.0062305295950156),np.float64(1908.0),np.float64(2.97196261682243),np.float64(36.07),np.float64(-119.03),np.float64(0.776)
np.float64(10.3653),np.float64(22.0),np.float64(7.3364705882352945),np.float64(1.0305882352941176),np.float64(1147.0),np.float64(2.6988235294117646),np.float64(37.29),np.float64(-122.03),np.float64(5.00001)
