MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
np.float64(1.7038),np.float64(28.0),np.float64(4.598774885145483),np.float64(1.0704441041347625),np.float64(1530.0),np.float64(2.343032159264931),np.float64(41.73),np.float64(-124.22),np.float64(0.783)
np.float64(4.185),np.float64(36.0),np.float64(4.979591836734694),np.float64(0.9872448979591837),np.float64(1156.0),np.float64(2.9489795918367347),np.float64(34.22),np.float64(-118.51),np.float64(2.092)
np.float64(1.7464),np.float64(35.0),np.float64(3.218),np.float64(1.108),np.float64(1675.0),np.float64(1.675),np.float64(37.87),np.float64(-122.27),np.float64(2.167)
np.float64(5.2177),np.float64(15.0),np.float64(7.384449244060475),np.float64(1.0161987041036717),np.float64(3166.0),np.float64(3.4190064794816415),np.float64(38.72),np.float64(-121.25),np.float64(1.627)
np.float64(4.005),np.float64(7.0),np.float64(4.966767371601208),np.float64(1.0211480362537764),np.float64(1143.0),np.float64(3.4531722054380665),np.float64(36.84),np.float64(-121.44),np.float64(1.804)
np.float64(2.9619),np.float64(27.0),np.float64(3.9614855570839063),np.float64(1.1031636863823935),np.float64(2083.0),np.float64(2.8651994497936726),np.float64(33.83),np.float64(-118.31),np.float64(2.234)
np.float64(5.9544),np.float64(44.0),np.float64(6.127982646420825),np.float64(0.982646420824295),np.float64(1221.0),np.float64(2.648590021691974),np.float64(33.97),np.float64(-118.4),np.float64(3.772)
np.float64(2.8456),np.float64(40.0),np.float64(4.869918699186992),np.float64(1.0867208672086721),np.float64(756.0),np.float64(2.048780487804878),np.float64(37.98),np.float64(-122.02),np.float64(1.655)
np.float64(3.1406),np.float64(33.0),np.float64(5.4485842026825635),np.float64(1.014903129657228),np.float64(1698.0),np.float64(2.5305514157973175),np.float64(37.97),np.float64(-121.35),np.float64(0.939)
np.float64(3.1591),np.float64(35.0),np.float64(5.382075471698113),np.float64(1.0),np.float64(924.0),np.float64(4.3584905660377355),np.float64(34.04),np.float64(-117.96),np.float64(1.483)
np.float64(3.7066),np.float64(32.0),np.float64(4.279627163781624),np.float64(0.9560585885486018),np.float64(2316.0),np.float64(3.0838881491344874),np.float64(34.09),np.float64(-118.08),np.float64(2.068)
np.float64(6.1183),np.float64(19.0),np.float64(7.013274336283186),np.float64(0.9823008849557522),np.float64(1344.0),np.float64(2.9734513274336285),np.float64(38.66),np.float64(-121.26),np.float64(2.216)
np.float64(2.0655),np.float64(37.0),np.float64(4.684210526315789),np.float64(1.1345029239766082),np.float64(1553.0),np.float64(4.54093567251462),np.float64(33.96),np.float64(-118.24),np.float64(0.934)
np.float64(5.1769),np.float64(18.0),np.float64(6.107806691449814),np.float64(1.0520446096654275),np.float64(1134.0),np.float64(4.215613382899628),np.float64(32.7),np.float64(-117.02),np.float64(1.33)
np.float64(3.4542),np.float64(24.0),np.float64(5.475560081466395),np.float64(1.0234215885947047),np.float64(2010.0),np.float64(2.0468431771894093),np.float64(36.82),np.float64(-119.8),np.float64(1.212)
np.float64(2.2045),np.float64(41.0),np.float64(5.122222222222222),np.float64(1.1888888888888889),np.float64(284.0),np.float64(3.1555555555555554),np.float64(39.48),np.float64(-121.55),np.float64(0.418)
np.float64(2.0208),np.float64(43.0),np.float64(3.2962962962962963),np.float64(0.6666666666666666),np.float64(86.0),np.float64(3.185185185185185),np.float64(39.18),np.float64(-122.91),np.float64(0.725)
np.float64(4.625),np.float64(39.0),np.float64(5.762452107279693),np.float64(1.0727969348659003),np.float64(718.0),np.float64(2.7509578544061304),np.float64(34.11),np.float64(-118.02),np.float64(2.19)
np.float64(4.2599),np.float64(35.0),np.float64(6.154166666666667),np.float64(1.0263888888888888),np.float64(2304.0),np.float64(3.2),np.float64(34.41),np.float64(-118.9),np.float64(2.091)
np.float64(5.1237),np.float64(52.0),np.float64(5.7828418230563),np.float64(0.9705093833780161),np.float64(1001.0),np.float64(2.683646112600536),np.float64(33.88),np.float64(-117.93),np.float64(2.4)
np.float64(2.5553),np.float64(16.0),np.float64(3.717870257037944),np.float64(1.1113831089351285),np.float64(2592.0),np.float64(1.5862913096695226),np.float64(32.74),np.float64(-117.14),np.float64(1.781)
np.float64(4.2321),np.float64(9.0),np.float64(6.357808857808858),np.float64(1.027972027972028),np.float64(3015.0),np.float64(3.513986013986014),np.float64(34.02),np.float64(-117.42),np.float64(1.628)
np.float64(2.2946),np.float64(18.0),np.float64(6.100271002710027),np.float64(1.3821138211382114),np.float64(1032.0),np.float64(2.796747967479675),np.float64(39.17),np.float64(-123.54),np.float64(1.01)
np.float64(1.9029),np.float64(36.0),np.float64(3.721227621483376),np.float64(1.0473145780051152),np.float64(3055.0),np.float64(3.9066496163682864),np.float64(34.05),np.float64(-117.76),np.float64(0.98)
np.float64(2.0161),np.float64(52.0),np.float64(4.307324840764331),np.float64(1.0302547770700636),np.float64(1355.0),np.float64(2.1576433121019107),np.float64(37.77),np.float64(-122.44),np.float64(3.643)
np.float64(15.0001),np.float64(40.0),np.float64(9.6),np.float64(1.0594594594594595),np.float64(1024.0),np.float64(2.7675675675675677),np.float64(34.09),np.float64(-118.42),np.float64(5.00001)
np.float64(4.6161),np.float64(30.0),np.float64(5.950920245398773),np.float64(1.0940695296523517),np.float64(1270.0),np.float64(2.5971370143149284),np.float64(33.75),np.float64(-117.82),np.float64(2.365)
np.float64(3.2386),np.float64(32.0),np.float64(3.948170731707317),np.float64(0.899390243902439),np.float64(1097.0),np.float64(3.3445121951219514),np.float64(37.6),np.float64(-122.02),np.float64(1.496)
np.float64(2.0524),np.float64(31.0),np.float64(3.602094240837696),np.float64(1.068062827225131),np.float64(2461.0),np.float64(4.294938917975567),np.float64(33.97),np.float64(-118.14),np.float64(1.608)
np.float64(1.8156),np.float64(40.0),np.float64(2.500408830744072),np.float64(0.9934587080948487),np.float64(3953.0),np.float64(3.23221586263287),np.float64(34.09),np.float64(-118.3),np.float64(2.188)
np.float64(2.6042),np.float64(46.0),np.float64(4.489563567362429),np.float64(1.0910815939278937),np.float64(1647.0),np.float64(3.1252371916508537),np.float64(37.79),np.float64(-122.22),np.float64(1.247)
np.float64(6.0191),np.float64(8.0),np.float64(6.347326732673268),np.float64(1.0475247524752476),np.float64(15507.0),np.float64(3.0706930693069308),np.float64(34.03),np.float64(-117.78),np.float64(2.539)
np.float64(2.7955),np.float64(31.0),np.float64(5.070063694267516),np.float64(1.1401273885350318),np.float64(1561.0),np.float64(2.4856687898089174),np.float64(37.68),np.float64(-122.14),np.float64(1.831)
np.float64(3.9063),np.float64(18.0),np.float64(5.740139211136891),np.float64(1.0417633410672853),np.float64(1269.0),np.float64(2.9443155452436196),np.float64(35.47),np.float64(-120.66),np.float64(1.848)
np.float64(3.3266),np.float64(28.0),np.float64(3.5210199862164027),np.float64(1.0213645761543764),np.float64(2313.0),np.float64(1.5940730530668505),np.float64(34.02),np.float64(-118.5),np.float64(4.833)
np.float64(3.9615),np.float64(34.0),np.float64(5.597285067873303),np.float64(1.0950226244343892),np.float64(671.0),np.float64(3.0361990950226243),np.float64(34.19),np.float64(-118.56),np.float64(1.836)
np.float64(3.3203),np.float64(27.0),np.float64(5.8671875),np.float64(0.9947916666666666),np.float64(1197.0),np.float64(3.1171875),np.float64(34.65),np.float64(-120.45),np.float64(1.347)
np.float64(4.5833),np.float64(36.0),np.float64(5.627450980392157),np.float64(1.0374331550802138),np.float64(1842.0),np.float64(3.283422459893048),np.float64(33.77),np.float64(-117.93),np.float64(1.907)
np.float64(3.0893),np.float64(42.0),np.float64(4.686609686609686),np.float64(1.056980056980057),np.float64(1161.0),np.float64(3.3076923076923075),np.float64(33.88),np.float64(-118.17),np.float64(1.627)
np.float64(2.6711),np.float64(24.0),np.float64(5.383419689119171),np.float64(0.9844559585492227),np.float64(643.0),np.float64(3.33160621761658),np.float64(36.43),np.float64(-119.1),np.float64(0.713)
np.float64(3.5052),np.float64(52.0),np.float64(3.85824493731919),np.float64(1.0453230472516875),np.float64(2129.0),np.float64(2.0530376084860174),np.float64(37.76),np.float64(-122.42),np.float64(3.912)
np.float64(12.5381),np.float64(29.0),np.float64(6.888888888888889),np.float64(1.2222222222222223),np.float64(50.0),np.float64(2.7777777777777777),np.float64(33.96),np.float64(-117.44),np.float64(1.125)
np.float64(2.502),np.float64(33.0),np.float64(4.686274509803922),np.float64(0.9895424836601308),np.float64(1887.0),np.float64(2.466666666666667),np.float64(39.51),np.float64(-121.54),np.float64(0.621)
np.float64(4.2415),np.float64(41.0),np.float64(5.105015673981192),np.float64(1.0642633228840126),np.float64(1237.0),np.float64(1.938871473354232),np.float64(34.12),np.float64(-118.34),np.float64(4.096)
np.float64(4.5594),np.float64(33.0),np.float64(5.351548269581056),np.float64(1.0218579234972678),np.float64(1519.0),np.float64(2.766848816029144),np.float64(34.07),np.float64(-117.91),np.float64(2.042)
np.float64(3.055),np.float64(6.0),np.float64(5.528),np.float64(1.0346666666666666),np.float64(826.0),np.float64(2.2026666666666666),np.float64(38.52),np.float64(-122.76),np.float64(2.241)
np.float64(5.0867),np.float64(24.0),np.float64(4.703868103994927),np.float64(1.1128725428027901),np.float64(2713.0),np.float64(1.7203551046290424),np.float64(34.02),np.float64(-118.52),np.float64(5.00001)
np.float64(2.6613),np.float64(26.0),np.float64(5.19),np.float64(1.0033333333333334),np.float64(986.0),np.float64(3.2866666666666666),np.float64(38.49),np.float64(-121.49),np.float64(0.777)
np.float64(5.0123),np.float64(5.0),np.float64(6.490780141843971),np.float64(1.202836879432624),np.float64(2314.0),np.float64(3.2822695035460994),np.float64(33.14),np.float64(-117.22),np.float64(2.104)
np.float64(6.0873),np.float64(19.0),np.float64(6.586142322097379),np.float64(1.0664794007490637),np.float64(2824.0),np.float64(2.644194756554307),np.float64(33.46),np.float64(-117.65),np.float64(2.773)
np.float64(6.1601),np.float64(26.0),np.float64(6.395408163265306),np.float64(1.0025510204081634),np.float64(1333.0),np.float64(3.4005102040816326),np.float64(33.67),np.float64(-117.9),np.float64(2.661)
np.float64(2.1513),np.float64(8.0),np.float64(8.117845117845118),np.float64(1.5589225589225588),np.float64(786.0),np.float64(2.6464646464646466),np.float64(40.61),np.float64(-121.67),np.float64(0.804)
np.float64(2.9803),np.float64(30.0),np.float64(4.8478260869565215),np.float64(1.075098814229249),np.float64(1753.0),np.float64(3.464426877470356),np.float64(34.21),np.float64(-118.4),np.float64(1.915)
np.float64(3.1349),np.float64(29.0),np.float64(4.321937321937322),np.float64(1.0427350427350428),np.float64(1776.0),np.float64(2.52991452991453),np.float64(34.27),np.float64(-118.33),np.float64(2.302)
np.float64(2.1964),np.float64(30.0),np.float64(2.3439153439153437),np.float64(0.8994708994708994),np.float64(903.0),np.float64(4.777777777777778),np.float64(33.93),np.float64(-118.22),np.float64(1.25)
np.float64(6.2893),np.float64(16.0),np.float64(7.014354066985646),np.float64(0.937799043062201),np.float64(661.0),np.float64(3.1626794258373208),np.float64(34.21),np.float64(-118.8),np.float64(2.827)
np.float64(3.6474),np.float64(26.0),np.float64(3.923076923076923),np.float64(0.998211091234347),np.float64(1186.0),np.float64(2.1216457960644006),np.float64(34.15),np.float64(-118.11),np.float64(1.841)
np.float64(1.4821),np.float64(27.0),np.float64(4.230326295585413),np.float64(1.1477927063339732),np.float64(1656.0),np.float64(3.1785028790786947),np.float64(32.71),np.float64(-117.08),np.float64(0.862)
np.float64(2.9821),np.float64(29.0),np.float64(4.827160493827161),np.float64(1.037037037037037),np.float64(1815.0),np.float64(2.800925925925926),np.float64(34.34),np.float64(-119.22),np.float64(1.757)
np.float64(5.9907),np.float64(34.0),np.float64(4.978142076502732),np.float64(0.994535519125683),np.float64(750.0),np.float64(2.0491803278688523),np.float64(33.82),np.float64(-118.38),np.float64(5.00001)
np.float64(4.189),np.float64(3.0),np.float64(7.489331436699858),np.float64(1.19701280227596),np.float64(9623.0),np.float64(3.4221194879089616),np.float64(33.9),np.float64(-117.19),np.float64(1.43)
np.float64(5.3269),np.float64(19.0),np.float64(9.142857142857142),np.float64(1.2142857142857142),np.float64(101.0),np.float64(3.607142857142857),np.float64(34.02),np.float64(-117.53),np.float64(3.75)
np.float64(6.2503),np.float64(2.0),np.float64(8.408163265306122),np.float64(1.1884353741496598),np.float64(4438.0),np.float64(3.019047619047619),np.float64(38.66),np.float64(-121.13),np.float64(2.225)
np.float64(5.7833),np.float64(26.0),np.float64(6.19811320754717),np.float64(0.9471698113207547),np.float64(1443.0),np.float64(2.7226415094339624),np.float64(37.31),np.float64(-121.99),np.float64(3.396)
np.float64(4.5729),np.float64(22.0),np.float64(4.223826714801444),np.float64(1.0541516245487366),np.float64(1141.0),np.float64(2.05956678700361),np.float64(33.92),np.float64(-118.41),np.float64(3.375)
np.float64(7.8915),np.float64(3.0),np.float64(7.7997557997558),np.float64(1.1233211233211233),np.float64(2129.0),np.float64(2.5995115995115996),np.float64(33.53),np.float64(-117.73),np.float64(4.206)
np.float64(2.3438),np.float64(18.0),np.float64(4.970394736842105),np.float64(1.0361842105263157),np.float64(1062.0),np.float64(3.4934210526315788),np.float64(38.61),np.float64(-121.48),np.float64(0.894)
np.float64(3.0893),np.float64(22.0),np.float64(4.732049036777584),np.float64(1.1471103327495622),np.float64(2664.0),np.float64(4.665499124343257),np.float64(34.41),np.float64(-118.92),np.float64(1.734)
np.float64(5.2329),np.float64(33.0),np.float64(6.6682134570765665),np.float64(1.062645011600928),np.float64(1239.0),np.float64(2.874709976798144),np.float64(34.13),np.float64(-118.02),np.float64(4.309)
np.float64(3.7092),np.float64(17.0),np.float64(5.141287284144427),np.float64(0.9403453689167975),np.float64(2422.0),np.float64(3.802197802197802),np.float64(34.4),np.float64(-118.93),np.float64(1.905)
np.float64(6.7027),np.float64(8.0),np.float64(6.601410934744268),np.float64(1.0246913580246915),np.float64(1633.0),np.float64(2.880070546737213),np.float64(37.76),np.float64(-121.97),np.float64(3.819)
np.float64(4.3875),np.float64(52.0),np.float64(6.275),np.float64(0.9708333333333333),np.float64(478.0),np.float64(1.9916666666666667),np.float64(32.77),np.float64(-117.11),np.float64(3.0)
np.float64(2.8125),np.float64(29.0),np.float64(6.078571428571428),np.float64(1.075),np.float64(914.0),np.float64(3.2642857142857142),np.float64(36.46),np.float64(-119.69),np.float64(0.792)
np.float64(2.625),np.float64(11.0),np.float64(3.6),np.float64(0.8),np.float64(150.0),np.float64(7.5),np.float64(34.02),np.float64(-118.48),np.float64(2.5)
np.float64(3.1507),np.float64(6.0),np.float64(4.838483146067416),np.float64(1.1896067415730338),np.float64(2467.0),np.float64(3.4648876404494384),np.float64(33.91),np.float64(-118.16),np.float64(1.44)
np.float64(6.1009),np.float64(15.0),np.float64(7.195652173913044),np.float64(1.0608695652173914),np.float64(1104.0),np.float64(2.4),np.float64(33.34),np.float64(-117.19),np.float64(3.144)
np.float64(4.0156),np.float64(34.0),np.float64(5.471590909090909),np.float64(0.9034090909090909),np.float64(392.0),np.float64(2.227272727272727),np.float64(38.14),np.float64(-122.26),np.float64(1.347)
np.float64(6.299),np.float64(16.0),np.float64(7.628647214854111),np.float64(1.0371352785145889),np.float64(1089.0),np.float64(2.8885941644562334),np.float64(37.93),np.float64(-121.93),np.float64(2.869)
np.float64(5.419),np.float64(6.0),np.float64(6.692551505546751),np.float64(1.0649762282091917),np.float64(1747.0),np.float64(2.768621236133122),np.float64(38.73),np.float64(-121.28),np.float64(2.674)
np.float64(3.1875),np.float64(5.0),np.float64(5.3788927335640135),np.float64(1.0968858131487889),np.float64(1823.0),np.float64(3.1539792387543253),np.float64(33.24),np.float64(-117.29),np.float64(1.538)
np.float64(2.8621),np.float64(31.0),np.float64(4.225108225108225),np.float64(1.0194805194805194),np.float64(936.0),np.float64(2.0259740259740258),np.float64(32.77),np.float64(-117.2),np.float64(1.969)
np.float64(1.745),np.float64(39.0),np.float64(5.448071216617211),np.float64(1.0445103857566767),np.float64(883.0),np.float64(2.620178041543027),np.float64(40.79),np.float64(-124.18),np.float64(0.705)
np.float64(3.0347),np.float64(21.0),np.float64(5.334883720930232),np.float64(1.1116279069767443),np.float64(1306.0),np.float64(3.0372093023255813),np.float64(36.77),np.float64(-121.7),np.float64(2.272)
np.float64(1.9875),np.float64(52.0),np.float64(3.1875),np.float64(0.90625),np.float64(54.0),np.float64(1.6875),np.float64(34.32),np.float64(-118.35),np.float64(1.917)
np.float64(3.6094),np.float64(47.0),np.float64(5.820338983050847),np.float64(1.064406779661017),np.float64(868.0),np.float64(2.942372881355932),np.float64(34.19),np.float64(-118.15),np.float64(1.607)
np.float64(4.8304),np.float64(38.0),np.float64(5.216648879402348),np.float64(1.2017075773745998),np.float64(1698.0),np.float64(1.8121664887940234),np.float64(34.05),np.float64(-118.42),np.float64(5.00001)
np.float64(6.5928),np.float64(28.0),np.float64(5.0573065902578795),np.float64(1.1174785100286533),np.float64(832.0),np.float64(2.383954154727794),np.float64(33.62),np.float64(-117.94),np.float64(4.391)
np.float64(2.3846),np.float64(32.0),np.float64(2.801556420233463),np.float64(1.034046692607004),np.float64(3646.0),np.float64(3.546692607003891),np.float64(34.08),np.float64(-118.3),np.float64(2.583)
np.float64(3.6467),np.float64(21.0),np.float64(4.64200477326969),np.float64(1.026252983293556),np.float64(1335.0),np.float64(3.1861575178997614),np.float64(32.61),np.float64(-117.09),np.float64(1.13)
np.float64(1.9485),np.float64(27.0),np.float64(3.0804232804232803),np.float64(1.0285714285714285),np.float64(3559.0),np.float64(3.7661375661375662),np.float64(33.97),np.float64(-118.19),np.float64(1.463)
np.float64(3.625),np.float64(52.0),np.float64(2.2222222222222223),np.float64(0.4444444444444444),np.float64(74.0),np.float64(8.222222222222221),np.float64(38.51),np.float64(-121.47),np.float64(0.8)
np.float64(2.2443),np.float64(39.0),np.float64(3.0448717948717947),np.float64(0.9615384615384616),np.float64(1366.0),np.float64(4.378205128205129),np.float64(34.35),np.float64(-119.05),np.float64(1.466)
np.float64(2.1151),np.float64(43.0),np.float64(4.24),np.float64(1.1437037037037037),np.float64(1878.0),np.float64(2.7822222222222224),np.float64(33.98),np.float64(-117.37),np.float64(0.967)
np.float64(4.09),np.float64(44.0),np.float64(4.719424460431655),np.float64(1.0035971223021583),np.float64(668.0),np.float64(2.402877697841727),np.float64(34.27),np.float64(-119.27),np.float64(2.038)
np.float64(3.1607),np.float64(37.0),np.float64(4.523985239852398),np.float64(0.940959409594096),np.float64(1068.0),np.float64(3.940959409594096),np.float64(33.98),np.float64(-118.09),np.float64(1.722)
np.float64(2.6573),np.float64(29.0),np.float64(3.4511278195488724),np.float64(1.0776942355889725),np.float64(969.0),np.float64(2.4285714285714284),np.float64(37.31),np.float64(-121.93),np.float64(2.528)
np.float64(6.4576),np.float64(33.0),np.float64(5.661327231121281),np.float64(1.080091533180778),np.float64(1268.0),np.float64(2.9016018306636155),np.float64(34.15),np.float64(-117.97),np.float64(5.00001)
np.float64(4.5721),np.float64(24.0),np.float64(5.339331619537275),np.float64(0.9845758354755784),np.float64(1488.0),np.float64(3.8251928020565553),np.float64(37.6),np.float64(-122.03),np.float64(2.147)
np.float64(3.0375),np.float64(21.0),np.float64(4.972270363951473),np.float64(1.0329289428076256),np.float64(1471.0),np.float64(2.5493934142114383),np.float64(32.82),np.float64(-117.17),np.float64(1.976)
np.float64(1.4146),np.float64(22.0),np.float64(4.314285714285714),np.float64(1.088095238095238),np.float64(1592.0),np.float64(3.7904761904761903),np.float64(35.39),np.float64(-118.98),np.float64(0.491)
np.float64(2.5052),np.float64(23.0),np.float64(4.582697201017812),np.float64(1.0559796437659033),np.float64(548.0),np.float64(1.3944020356234097),np.float64(37.3),np.float64(-121.75),np.float64(1.337)
np.float64(5.3649),np.float64(32.0),np.float64(6.399239543726236),np.float64(1.038022813688213),np.float64(719.0),np.float64(2.7338403041825097),np.float64(33.88),np.float64(-117.92),np.float64(2.436)
np.float64(3.275),np.float64(48.0),np.float64(4.5),np.float64(1.08984375),np.float64(1273.0),np.float64(2.486328125),np.float64(37.76),np.float64(-122.48),np.float64(3.321)
np.float64(2.8025),np.float64(5.0),np.float64(4.947761194029851),np.float64(1.1305970149253732),np.float64(1767.0),np.float64(3.296641791044776),np.float64(32.78),np.float64(-115.55),np.float64(0.843)
np.float64(6.5078),np.float64(45.0),np.float64(6.515570934256055),np.float64(0.9515570934256056),np.float64(764.0),np.float64(2.643598615916955),np.float64(34.11),np.float64(-118.09),np.float64(4.148)
np.float64(5.7121),np.float64(27.0),np.float64(6.335347432024169),np.float64(0.9818731117824774),np.float64(1217.0),np.float64(3.676737160120846),np.float64(33.73),np.float64(-117.97),np.float64(2.225)
np.float64(5.4031),np.float64(4.0),np.float64(5.445977011494253),np.float64(1.3011494252873563),np.float64(996.0),np.float64(2.2896551724137932),np.float64(33.45),np.float64(-117.6),np.float64(2.438)
np.float64(2.2188),np.float64(50.0),np.float64(4.925133689839572),np.float64(1.0),np.float64(420.0),np.float64(2.2459893048128343),np.float64(40.88),np.float64(-124.09),np.float64(1.058)
np.float64(3.212),np.float64(33.0),np.float64(5.684073107049608),np.float64(1.0548302872062663),np.float64(891.0),np.float64(2.3263707571801566),np.float64(38.0),np.float64(-120.39),np.float64(1.052)
np.float64(2.9646),np.float64(26.0),np.float64(4.285163776493256),np.float64(1.1104688503532434),np.float64(3333.0),np.float64(2.140655105973025),np.float64(33.97),np.float64(-118.37),np.float64(1.798)
np.float64(6.1407),np.float64(52.0),np.float64(6.914285714285715),np.float64(1.0505494505494506),np.float64(1143.0),np.float64(2.512087912087912),np.float64(37.79),np.float64(-122.49),np.float64(5.00001)
np.float64(5.449),np.float64(16.0),np.float64(6.822764227642277),np.float64(1.0373983739837398),np.float64(1713.0),np.float64(2.7853658536585364),np.float64(38.5),np.float64(-122.75),np.float64(2.521)
np.float64(6.1575),np.float64(52.0),np.float64(7.573333333333333),np.float64(1.2133333333333334),np.float64(219.0),np.float64(2.92),np.float64(37.45),np.float64(-122.15),np.float64(5.00001)
np.float64(4.3594),np.float64(23.0),np.float64(5.225572979493365),np.float64(1.0337756332931243),np.float64(2461.0),np.float64(2.9686369119420988),np.float64(37.56),np.float64(-122.02),np.float64(2.234)
np.float64(3.3431),np.float64(20.0),np.float64(6.383720930232558),np.float64(1.172093023255814),np.float64(1421.0),np.float64(3.3046511627906976),np.float64(39.32),np.float64(-123.11),np.float64(1.375)
np.float64(4.2061),np.float64(16.0),np.float64(3.4104938271604937),np.float64(1.0925925925925926),np.float64(499.0),np.float64(1.5401234567901234),np.float64(37.36),np.float64(-122.01),np.float64(2.536)
np.float64(5.1985),np.float64(30.0),np.float64(6.334128878281623),np.float64(1.0190930787589498),np.float64(2114.0),np.float64(2.522673031026253),np.float64(34.0),np.float64(-118.04),np.float64(2.792)
np.float64(4.9375),np.float64(35.0),np.float64(6.148837209302326),np.float64(1.0604651162790697),np.float64(1465.0),np.float64(3.4069767441860463),np.float64(37.69),np.float64(-122.49),np.float64(2.77)
np.float64(5.7051),np.float64(35.0),np.float64(5.7272727272727275),np.float64(0.9973262032085561),np.float64(986.0),np.float64(2.6363636363636362),np.float64(34.17),np.float64(-118.07),np.float64(3.26)
np.float64(2.6147),np.float64(11.0),np.float64(6.26813880126183),np.float64(1.1466876971608833),np.float64(1610.0),np.float64(2.5394321766561516),np.float64(39.82),np.float64(-121.63),np.float64(1.077)
